paper_id,title,abstract,true_com,true_ful,v2_com,v2_ful,p4_com_raw,p4_com_clean,p4_ful_raw,p4_ful_clean
22057158,,,,,"[""AURA""]","[""Atlas of UTR Regulatory Activity""]","[""Activity"", ""Atlas"", ""of"", ""Regulatory"", ""UTR""]","[""Activity"", ""Atlas"", ""of"", ""Regulatory"", ""UTR""]",[],[]
22057160,,,,,,,"[""hegma""]","[""hegma""]",[],[]
22058051,,,,,,,"[""COL"", ""database"", ""mutation""]","[""COL"", ""database"", ""mutation""]",[],[]
22058127,,,,,"[""MACiE""]",[],"[""and"", ""Annotation"", ""Classification"", ""Mechanism""]","[""and"", ""Annotation"", ""Classification"", ""Mechanism""]",[],[]
22058129,,,,,"[""DistiLD""]",[],"[""Database"", ""DistiLD""]","[""Database"", ""DistiLD""]",[],[]
22058132,,,,,"[""PlantNATsDB""]",[],"[""database"", ""NAT"", ""plant"", ""PlantNATsDB""]","[""database"", ""NAT"", ""plant"", ""PlantNATsDB""]",[],[]
22058133,,,,,"[""ConoServer""]",[],"[""ConoServer""]","[""ConoServer""]",[],[]
22064851,,,,,"[""HaploReg""]",[],"[""HaploReg""]","[""HaploReg""]",[],[]
22064852,,,,,,,"[""eQuilibrator""]","[""eQuilibrator""]",[],[]
22064855,,,,,"[""YMDB""]","[""Yeast Metabolome Database""]","[""Database"", ""Metabolome"", ""Yeast""]","[""Database"", ""Metabolome"", ""Yeast""]",[],[]
22064857,,,,,"[""FungiDB""]",[],"[""FungiDB""]","[""FungiDB""]",[],[]
22064861,,,,,"[""HFV"", ""LANL""]",[],"[""database"", ""fever"", ""hemorrhagic"", ""HFV"", ""LANL"", ""virus""]","[""database"", ""fever"", ""hemorrhagic"", ""HFV"", ""LANL"", ""virus""]",[],[]
22064862,,,,,"[""CGD""]","[""Candida genome"", ""Candida Genome Database""]","[""Candida"", ""Database"", ""Genome""]","[""Candida"", ""Database"", ""Genome""]",[],[]
22064863,,,,,"[""EcoliWiki"", ""PortEco""]",[],"[""EcoliWiki""]","[""EcoliWiki""]",[],[]
22064864,,,,,,,"[""Atlas"", ""Expression"", ""Gene""]","[""Atlas"", ""Expression"", ""Gene""]",[],[]
22065541,,,,,"[""SPSSM"", ""SPSSMPred""]","[""structural position-specific scoring matrix""]","[""SPSSMPred""]","[""SPSSMPred""]",[],[]
22067098,,,,,"[""ApoptoProteomics""]",[],"[""ApoptoProteomics""]","[""ApoptoProteomics""]",[],[]
22067443,,,,,"[""PINA""]","[""Protein Interaction Network Analysis""]","[""Analysis"", ""Interaction"", ""Network"", ""Protein""]","[""Analysis"", ""Interaction"", ""Network"", ""Protein""]",[],[]
22067444,,,,,"[""zfishbook""]","[""Zebrafish""]","[""zfishbook""]","[""zfishbook""]",[],[]
22067445,,,,,"[""SCRIPDB""]",[],"[""SCRIPDB""]","[""SCRIPDB""]",[],[]
22067447,,,,,"[""Ensembl""]",[],"[""Ensembl"", ""ensemblgenomes"", ""Genomes""]","[""Ensembl"", ""ensemblgenomes"", ""Genomes""]",[],[]
22067448,,,,,"[""VFDB""]","[""virulence factor database""]","[""database"", ""factor"", ""virulence""]","[""database"", ""factor"", ""virulence""]",[],[]
22067451,IDEAL: Intrinsically Disordered proteins with Extensive Annotations and Literature.,"IDEAL, Intrinsically Disordered proteins with Extensive Annotations and Literature (http://www.ideal.force.cs.is.nagoya-u.ac.jp/IDEAL/), is a collection of knowledge on experimentally verified intrinsically disordered proteins. IDEAL contains manual annotations by curators on intrinsically disordered regions, interaction regions to other molecules, post-translational modification sites, references and structural domain assignments. In particular, IDEAL explicitly describes protean segments that can be transformed from a disordered state to an ordered state. Since in most cases they can act as molecular recognition elements upon binding of partner proteins, IDEAL provides a data resource for functional regions of intrinsically disordered proteins. The information in IDEAL is provided on a user-friendly graphical view and in a computer-friendly XML format.","[""IDEAL""]","[""Intrinsically Disordered proteins with Extensive Annotations and Literature""]","[""IDEAL""]","[""Intrinsically Disordered proteins"", ""Intrinsically Disordered proteins with Extensive""]","[""and"", ""Annotations"", ""Disordered"", ""Extensive"", ""Intrinsically"", ""Literature"", ""proteins"", ""with""]","[""and"", ""Annotations"", ""Disordered"", ""Extensive"", ""Intrinsically"", ""Literature"", ""proteins"", ""with""]",[],[]
22067452,,,,,"[""WormBase""]",[],"[""WormBase""]","[""WormBase""]",[],[]
22067456,,,,,"[""FlyRNAi"", ""FlyRNAi.org""]",[],"[""FlyRNAi"", ""org""]","[""FlyRNAi"", ""org""]",[],[]
22068921,,,,,,,"[""MEG"", ""megsim"", ""SIM""]","[""MEG"", ""megsim"", ""SIM""]",[],[]
22069465,,,,,,,"[""Segtor""]","[""Segtor""]",[],[]
22070195,,,,,,,"[""PESCADOR""]","[""PESCADOR""]",[],[]
22070882,,,,,"[""COD""]","[""Crystallography Open Database""]","[""Crystallography"", ""Database"", ""Open""]","[""Crystallography"", ""Database"", ""Open""]",[],[]
22072383,,,,,,,"[""NARWHAL""]","[""NARWHAL""]",[],[]
22072384,,,,,,,"[""effects"", ""mixed"", ""Poisson""]","[""effects"", ""mixed"", ""Poisson""]",[],[]
22073040,,,,,"[""ClubSub-P""]",[],"[""ClubSub"", ""clubsubp""]","[""ClubSub"", ""clubsubp""]",[],[]
22073121,,,,,,,"[""based"", ""detector"", ""genomic"", ""multi"", ""sample"", ""variations""]","[""based"", ""detector"", ""genomic"", ""multi"", ""sample"", ""variations""]",[],[]
22073191,,,,,,,"[""NNAlign""]","[""NNAlign""]",[],[]
22074631,,,,,,,"[""Biopreservation"", ""Core"", ""Resource""]","[""Biopreservation"", ""Core"", ""Resource""]",[],[]
22075990,,,,,"[""MGD""]","[""Mendelian Inheritance in Man"", ""Mouse Genome Database""]","[""Database"", ""Genome"", ""Mouse""]","[""Database"", ""Genome"", ""Mouse""]",[],[]
22075991,The Gene Wiki in 2011: community intelligence applied to human gene annotation.,"The Gene Wiki is an open-access and openly editable collection of Wikipedia articles about human genes. Initiated in 2008, it has grown to include articles about more than 10,000 genes that, collectively, contain more than 1.4 million words of gene-centric text with extensive citations back to the primary scientific literature. This growing body of useful, gene-centric content is the result of the work of thousands of individuals throughout the scientific community. Here, we describe recent improvements to the automated system that keeps the structured data presented on Gene Wiki articles in sync with the data from trusted primary databases. We also describe the expanding contents, editors and users of the Gene Wiki. Finally, we introduce a new automated system, called WikiTrust, which can effectively compute the quality of Wikipedia articles, including Gene Wiki articles, at the word level. All articles in the Gene Wiki can be freely accessed and edited at Wikipedia, and additional links and information can be found at the project's Wikipedia portal page: http://en.wikipedia.org/wiki/Portal:Gene_Wiki.",[],"[""Gene Wiki""]","[""Wiki"", ""WikiTrust""]",[],"[""Gene"", ""Wiki""]","[""Gene"", ""Wiki""]",[],[]
22075992,,,,,"[""OGEE""]",[],,,,
22075996,,,,,"[""SNPeffect""]",[],"[""database"", ""SNPeffect""]","[""database"", ""SNPeffect""]",[],[]
22075997,,,,,"[""STITCH""]",[],"[""STITCH""]","[""STITCH""]",[],[]
22075998,,,,,"[""ENCODE"", ""UCSC""]","[""Encyclopedia of DNA Elements""]","[""DNA"", ""Elements"", ""Encyclopedia"", ""Genome"", ""of""]","[""DNA"", ""Elements"", ""Encyclopedia"", ""Genome"", ""of""]",[],[]
22078224,,,,,,,"[""Consistent"", ""Differential"", ""Expression"", ""Pattern""]","[""Consistent"", ""Differential"", ""Expression"", ""Pattern""]",[],[]
22078435,,,,,"[""SIGNATURE""]",[],"[""SIGNATURE""]","[""SIGNATURE""]",[],[]
22079417,,,,,"[""DACS-DB""]","[""disease associated cytokine SNP database"", ""Disease associated cytokine SNPs database""]","[""associated"", ""cytokine"", ""database"", ""Disease"", ""SNP"", ""SNPs""]","[""associated"", ""cytokine"", ""database"", ""Disease"", ""SNP"", ""SNPs""]",[],[]
22080300,,,,,,,"[""Immunogenetic"", ""Management"", ""Software""]","[""Immunogenetic"", ""Management"", ""Software""]",[],[]
22080466,,,,,,,"[""Cluster"", ""Generator"", ""Overlapping""]","[""Cluster"", ""Generator"", ""Overlapping""]",[],[]
22080467,,,,,,,"[""Expression"", ""Kinases""]","[""Expression"", ""Kinases""]",[],[]
22080468,,,,,,,"[""BadiRate""]","[""BadiRate""]",[],[]
22080505,,,,,"[""PSCDB""]","[""Bank"", ""Protein Structural Change DataBase""]","[""Change"", ""DataBase"", ""Protein"", ""Structural""]","[""Change"", ""DataBase"", ""Protein"", ""Structural""]",[],[]
22080506,,,,,"[""DIGIT""]","[""Database of ImmunoGlobulins with Integrated Tools""]","[""Database"", ""ImmunoGlobulins"", ""Integrated"", ""of"", ""Tools"", ""with""]","[""Database"", ""ImmunoGlobulins"", ""Integrated"", ""of"", ""Tools"", ""with""]",[],[]
22080509,,,,,,,"[""Bacterial"", ""Database"", ""for"", ""Group"", ""II"", ""Introns""]","[""Bacterial"", ""Database"", ""for"", ""Group"", ""II"", ""Introns""]",[],[]
22080510,,,,,"[""KEGG"", ""KEGG Mapper""]","[""Kyoto Encyclopedia of Genes and Genomes""]","[""and"", ""Encyclopedia"", ""Genes"", ""Genomes"", ""Kyoto"", ""of""]","[""and"", ""Encyclopedia"", ""Genes"", ""Genomes"", ""Kyoto"", ""of""]",[],[]
22080511,,,,,"[""ADHDgene""]",[],"[""ADHDgene""]","[""ADHDgene""]",[],[]
22080512,,,,,"[""PlantMetabolomics"", ""PM""]",[],"[""database"", ""org"", ""PlantMetabolomics""]","[""database"", ""org"", ""PlantMetabolomics""]",[],[]
22080514,,,,,"[""PolymiRTS""]","[""polymorphism in microRNA target site""]","[""Database"", ""microRNA"", ""PolymiRTS"", ""site"", ""target""]","[""Database"", ""microRNA"", ""PolymiRTS"", ""site"", ""target""]",[],[]
22080546,,,,,"[""BioProject"", ""INSDC""]","[""International Nucleotide Sequence Database Collaboration""]","[""Collaboration"", ""Database"", ""International"", ""Nucleotide"", ""Sequence""]","[""Collaboration"", ""Database"", ""International"", ""Nucleotide"", ""Sequence""]",[],[]
22080548,,,,,"[""ENA""]","[""European Nucleotide Archive"", ""Nucleotide Archive""]","[""Archive"", ""European"", ""Nucleotide""]","[""Archive"", ""European"", ""Nucleotide""]",[],[]
22080549,,,,,"[""GeneWeaver""]",[],"[""GeneWeaver""]","[""GeneWeaver""]",[],[]
22080550,,,,,"[""BYKdb""]","[""Bacterial protein tYrosine Kinase database"", ""Bacterial protein tyrosine-kinase database""]","[""Bacterial"", ""database"", ""kinase"", ""protein"", ""tyrosine""]","[""Bacterial"", ""database"", ""kinase"", ""protein"", ""tyrosine""]",[],[]
22080554,,,,,"[""D""]",[],"[""Disease"", ""diseaseontology"", ""Ontology""]","[""Disease"", ""diseaseontology"", ""Ontology""]",[],[]
22080555,,,,,"[""arCOG"", ""UCSC Archaeal Genome Browser""]","[""Archaeal Genome Browser"", ""Genome""]","[""Archaeal"", ""Browser"", ""Genome"", ""UCSC""]","[""Archaeal"", ""Browser"", ""Genome"", ""UCSC""]",[],[]
22080556,,,,,"[""CoryneRegNet""]",[],"[""CoryneRegNet""]","[""CoryneRegNet""]",[],[]
22080558,,,,,"[""HotRegion""]",[],"[""HotRegion""]","[""HotRegion""]",[],[]
22080559,,,,,"[""AspGD""]","[""Aspergillus Genome Database""]","[""Aspergillus"", ""Database"", ""Genome""]","[""Aspergillus"", ""Database"", ""Genome""]",[],[]
22080560,,,,,"[""MIPModDB""]",[],"[""MIPModDB""]","[""MIPModDB""]",[],[]
22080561,,,,,"[""at"", ""GABI"", ""SimpleSearch""]",[],"[""GABI"", ""Kat"", ""SimpleSearch""]","[""GABI"", ""Kat"", ""SimpleSearch""]",[],[]
22080562,,,,,"[""NCG"", ""NCG 3"", ""NCG 3.0""]","[""Network of Cancer Genes""]","[""Cancer"", ""Genes"", ""Network"", ""of""]","[""Cancer"", ""Genes"", ""Network"", ""of""]",[],[]
22080563,,,,,"[""CADRE""]","[""Central Aspergillus Data REpository""]","[""Aspergillus"", ""Central"", ""Data"", ""REpository""]","[""Aspergillus"", ""Central"", ""Data"", ""REpository""]",[],[]
22080564,,,,,"[""AnimalTFDB""]",[],"[""AnimalTFDB""]","[""AnimalTFDB""]",[],[]
22080565,,,,,"[""modENCODE"", ""modMine"", ""odENCODE""]",[],"[""modMine""]","[""modMine""]",[],[]
22084009,,,,,,,"[""bistaRNA""]","[""bistaRNA""]",[],[]
22084196,,,,,"[""BGMUT""]","[""Blood Group Antigen Gene Mutation Database""]","[""Antigen"", ""Blood"", ""Database"", ""Gene"", ""Group"", ""Mutation""]","[""Antigen"", ""Blood"", ""Database"", ""Gene"", ""Group"", ""Mutation""]",[],[]
22084198,,,,,"[""MGI"", ""PLEXdb""]","[""Genome""]","[""PLEXdb""]","[""PLEXdb""]",[],[]
22084200,,,,,"[""AH-DB""]","[""Apo-Holo DataBase""]","[""AH"", ""Apo"", ""DataBase"", ""Holo""]","[""AH"", ""Apo"", ""DataBase"", ""Holo""]",[],[]
22084254,,,,,,,"[""YunBe""]","[""YunBe""]",[],[]
22084255,,,,,,,"[""pcpromiscuity"", ""promiscuity"", ""PubChem""]","[""pcpromiscuity"", ""promiscuity"", ""PubChem""]",[],[]
22084256,,,,,,,"[""and"", ""Binding"", ""Expectation"", ""Expression"", ""Maximization"", ""of"", ""pRofiles""]","[""and"", ""Binding"", ""Expectation"", ""Expression"", ""Maximization"", ""of"", ""pRofiles""]",[],[]
22085524,,,,,,,"[""POPISK""]","[""POPISK""]",[],[]
22085896,,,,,,,"[""ARSyN""]","[""ARSyN""]",[],[]
22086911,,,,,,,"[""FUSARIUM""]","[""FUSARIUM""]",[],[]
22086948,,,,,"[""MetaCrop""]",[],"[""MetaCrop""]","[""MetaCrop""]",[],[]
22086950,,,,,"[""MEROPS""]",[],"[""database"", ""MEROPS""]","[""database"", ""MEROPS""]",[],[]
22086951,The UCSC Genome Browser database: extensions and updates 2011.,"The University of California Santa Cruz Genome Browser (http://genome.ucsc.edu) offers online public access to a growing database of genomic sequence and annotations for a wide variety of organisms. The Browser is an integrated tool set for visualizing, comparing, analyzing and sharing both publicly available and user-generated genomic data sets. In the past year, the local database has been updated with four new species assemblies, and we anticipate another four will be released by the end of 2011. Further, a large number of annotation tracks have been either added, updated by contributors, or remapped to the latest human reference genome. Among these are new phenotype and disease annotations, UCSC genes, and a major dbSNP update, which required new visualization methods. Growing beyond the local database, this year we have introduced 'track data hubs', which allow the Genome Browser to provide access to remotely located sets of annotations. This feature is designed to significantly extend the number and variety of annotation tracks that are publicly available for visualization and analysis from within our site. We have also introduced several usability features including track search and a context-sensitive menu of options available with a right-click anywhere on the Browser's image.","[""UCSC Genome Browser database""]","[""University of California Santa Cruz Genome Browser""]",,,"[""Browser"", ""California"", ""Cruz"", ""Genome"", ""of"", ""Santa"", ""UCSC"", ""University""]","[""Browser"", ""California"", ""Cruz"", ""Genome"", ""of"", ""Santa"", ""UCSC"", ""University""]",[],[]
22086953,,,,,"[""IMG"", ""IMG/M""]",[],"[""and"", ""genomes"", ""integrated"", ""metagenomes"", ""microbial""]","[""and"", ""genomes"", ""integrated"", ""metagenomes"", ""microbial""]",[],[]
22086956,,,,,"[""SEQwiki""]","[""SEQanswers""]","[""SEQanswers"", ""wiki""]","[""SEQanswers"", ""wiki""]",[],[]
22086958,,,,,"[""DBTSS""]","[""DataBase of Transcriptional Start Sites""]","[""DataBase"", ""of"", ""Sites"", ""Start"", ""Transcriptional""]","[""DataBase"", ""of"", ""Sites"", ""Start"", ""Transcriptional""]",[],[]
22086960,,,,,"[""PrimerBank""]",[],"[""PrimerBank""]","[""PrimerBank""]",[],[]
22086963,,,,,"[""Ensembl"", ""Pre!Ensembl""]",[],"[""Ensembl""]","[""Ensembl""]",[],[]
22087242,,,,,,,"[""Barcoding"", ""Egyptian"", ""Mediterranean"", ""of"", ""Sharks""]","[""Barcoding"", ""Egyptian"", ""Mediterranean"", ""of"", ""Sharks""]",[],[]
22087761,,,,,,,"[""Discovery"", ""Factor"", ""Guided"", ""Latent""]","[""Discovery"", ""Factor"", ""Guided"", ""Latent""]",[],[]
22088841,,,,,,,"[""NoRSE""]","[""NoRSE""]",[],[]
22088842,,,,,,,"[""PolyA"", ""Spotter""]","[""PolyA"", ""Spotter""]",[],[]
22088847,,,,,,,"[""SubLoc"", ""SVM""]","[""SubLoc"", ""SVM""]",[],[]
22094860,,,,,,,"[""Addition"", ""Analysis"", ""Concatenation"", ""Random""]","[""Addition"", ""Analysis"", ""Concatenation"", ""Random""]",[],[]
22095399,,,,,,,"[""SuBliMinaL"", ""Toolbox""]","[""SuBliMinaL"", ""Toolbox""]",[],[]
22096227,,,,,"[""MINT""]","[""molecular interaction database""]","[""Database"", ""INTeraction"", ""Molecular""]","[""Database"", ""INTeraction"", ""Molecular""]",[],[]
22096228,,,,,"[""SubtiWiki"", ""SubtiWiki--a""]",[],"[""SubtiWiki""]","[""SubtiWiki""]",[],[]
22096229,,,,,"[""InterPro""]",[],"[""InterPro""]","[""InterPro""]",[],[]
22096230,,,,,"[""WikiPathways""]",[],"[""WikiPathways""]","[""WikiPathways""]",[],[]
22096231,,,,,"[""eggNOG""]",[],"[""database"", ""eggNOG""]","[""database"", ""eggNOG""]",[],[]
22096232,,,,,"[""BioSD""]","[""BioSample Database""]","[""BioSample"", ""Database""]","[""BioSample"", ""Database""]",[],[]
22096233,,,,,"[""MINAS"", ""MINAS--a""]","[""Metal Ions in Nucleic AcidS""]","[""AcidS"", ""in"", ""Ions"", ""Metal"", ""Nucleic""]","[""AcidS"", ""in"", ""Ions"", ""Metal"", ""Nucleic""]",[],[]
22096234,,,,,"[""dbDEPC""]",[],"[""cancers"", ""dbDEPC"", ""human"", ""in""]","[""cancers"", ""dbDEPC"", ""human"", ""in""]",[],[]
22096236,,,,,"[""ProOpDB""]","[""Prokaryotic Operon DataBase""]","[""DataBase"", ""Operon"", ""Prokaryotic""]","[""DataBase"", ""Operon"", ""Prokaryotic""]",[],[]
22098204,,,,,,,"[""DREAM""]","[""DREAM""]",[],[]
22099701,,,,,"[""SA-Motifbase""]",[],"[""Motifbase"", ""SA""]","[""Motifbase"", ""SA""]",[],[]
22101057,,,,,,,"[""DECIPHER""]","[""DECIPHER""]",[],[]
22101143,,,,,,,"[""activation"", ""and"", ""Bayesian"", ""connectivity"", ""for"", ""Model"", ""Spatial""]","[""activation"", ""and"", ""Bayesian"", ""connectivity"", ""for"", ""Model"", ""Spatial""]",[],[]
22102568,,,,,"[""GO"", ""Ontology""]",[],"[""Gene"", ""Ontology"", ""The""]","[""Gene"", ""Ontology"", ""The""]",[],[]
22102570,,,,,"[""ProPortal""]",[],"[""ProPortal""]","[""ProPortal""]",[],[]
22102572,,,,,[],"[""Refinement of the NMR database"", ""torsion angle potentials""]","[""angle"", ""database"", ""NMR"", ""of"", ""potentials"", ""refinement"", ""statistical"", ""the"", ""torsion""]","[""angle"", ""database"", ""NMR"", ""of"", ""potentials"", ""refinement"", ""statistical"", ""the"", ""torsion""]",[],[]
22102573,,,,,"[""DBETH""]","[""Database for Bacterial ExoToxins""]","[""Bacterial"", ""Database"", ""ExoToxins"", ""for""]","[""Bacterial"", ""Database"", ""ExoToxins"", ""for""]",[],[]
22102575,,,,,"[""YeTFaSCo""]","[""Yeast Transcription Factor Specificity Compendium""]","[""Compendium"", ""Factor"", ""Specificity"", ""Transcription"", ""Yeast""]","[""Compendium"", ""Factor"", ""Specificity"", ""Transcription"", ""Yeast""]",[],[]
22102576,,,,,"[""BioCyc"", ""MetaCyc""]",[],"[""database"", ""MetaCyc""]","[""database"", ""MetaCyc""]",[],[]
22102578,,,,,"[""COLT-Cancer""]",[],"[""Cancer"", ""COLT""]","[""Cancer"", ""COLT""]",[],[]
22102581,,,,,"[""ProRepeat""]",[],"[""ProRepeat""]","[""ProRepeat""]",[],[]
22102583,Mouse Phenome Database (MPD).,"The Mouse Phenome Project was launched a decade ago to complement mouse genome sequencing efforts by promoting new phenotyping initiatives under standardized conditions and collecting the data in a central public database, the Mouse Phenome Database (MPD; http://phenome.jax.org). MPD houses a wealth of strain characteristics data to facilitate the use of the laboratory mouse in translational research for human health and disease, helping alleviate problems involving experimentation in humans that cannot be done practically or ethically. Data sets are voluntarily contributed by researchers from a variety of institutions and settings, or in some cases, retrieved by MPD staff from public sources. MPD maintains a growing collection of standardized reference data that assists investigators in selecting mouse strains for research applications; houses treatment/control data for drug studies and other interventions; offers a standardized platform for discovering genotype-phenotype relationships; and provides tools for hypothesis testing. MPD improvements and updates since our last NAR report are presented, including the addition of new tools and features to facilitate navigation and data mining as well as the acquisition of new data (phenotypic, genotypic and gene expression).","[""MPD""]","[""Mouse Phenome Database""]","[""MPD""]","[""Mouse Phenome Database""]","[""Database"", ""Mouse"", ""Phenome""]","[""Database"", ""Mouse"", ""Phenome""]",[],[]
22102587,,,,,"[""SABIO-RK"", ""SABIO-RK--d""]","[""Biology Markup Language""]","[""biochemical"", ""database"", ""for"", ""kinetics"", ""reaction"", ""RK""]","[""biochemical"", ""database"", ""for"", ""kinetics"", ""reaction"", ""RK""]",[],[]
22102589,,,,,"[""UniPathway""]",[],"[""UniPathway""]","[""UniPathway""]",[],[]
22102590,,,,,"[""UniProt""]","[""Protein Resource""]",,,,
22102591,,,,,"[""IBIS""]","[""Inferred Biomolecular Interaction Server"", ""nferred Biomolecular Interaction Server""]","[""Biomolecular"", ""Inferred"", ""Interaction"", ""Server""]","[""Biomolecular"", ""Inferred"", ""Interaction"", ""Server""]",[],[]
22102592,,,,,[],"[""Human OligoGenome Resource"", ""OligoGenome Resource""]","[""Human"", ""OligoGenome"", ""Resource"", ""The""]","[""Human"", ""OligoGenome"", ""Resource"", ""The""]",[],[]
22102771,EuDBase: An online resource for automated EST analysis pipeline (ESTFrontier) and database for red seaweed Eucheuma denticulatum.,"Functional genomics has proven to be an efficient tool in identifying genes involved in various biological functions. However the availability of commercially important seaweed Eucheuma denticulatum functional resources is still limited. EuDBase is the first seaweed online repository that provides integrated access to ESTs of Eucheuma denticulatum generated from samples collected from Kudat and Semporna in Sabah, Malaysia. The database stored 10,031 ESTs that are clustered and assembled into 2,275 unique transcripts (UT) and 955 singletons. Raw data were automatically processed using ESTFrontier, an in-house automated EST analysis pipeline. Data was collected in MySQL database. Web interface is implemented using PHP and it allows browsing and querying EuDBase through search engine. Data is searchable via BLAST hit, domain search, Gene Ontology or KEGG Pathway. A user-friendly interface allows the identification of sequences either using a simple text query or similarity search. The development of EuDBase is initiated to store, manage and analyze the E. denticulatum ESTs and to provide accumulative digital resources for the use of global scientific community. EuDBase is freely available from http://www.inbiosis.ukm.my/eudbase/.","[""EuDBase""]","[""EuDBase""]","[""EuDBase""]",[],"[""EuDBase""]","[""EuDBase""]",[],[]
