name_modification_flags,ID,best_name,best_name_prob,best_common,best_common_prob,best_full,best_full_prob,article_count,extracted_url,extracted_url_status,extracted_url_country,extracted_url_coordinates,wayback_url,publication_date,affiliation,authors,grant_ids,grant_agencies,num_citations,affiliation_countries,best_name_original,url_validation,paper_titles,source_batch,qc_manual_review,qc_fix_applied,qc_confidence,qc_issue_category,was_merged
"POPULATED_FROM_URL,CAPITALIZED",31517233,TCDXB,0.0,,0.0,,0.0,1,http://osf.io/tcdxb/,200,United States,"(39.0997,-94.5786)",,2019-07-19,"Department of Experimental Psychology, University College London, UK.","Poort ED, Rodd JM",ES/K013351/1,Economic and Social Research Council,1.0,United Kingdom,,ok,"A Database of Dutch-English Cognates, Interlingual Homographs and Translation Equivalents.",2010-2022,,,,,False
"POPULATED_FROM_URL,CAPITALIZED",34108585,OMD,0.0,,0.0,,0.0,1,http://marine-meta.healthscience.sci.waseda.ac.jp/omd/,200,Japan,"(35.6895,139.6917)",,2021-06-09,"Laboratory of Aquatic Molecular Biology and Biotechnology, Graduate School of Agricultural and Life Sciences, The University of Tokyo, Yayoi, Bunkyo, Tokyo, Japan.","Asakawa S, Gojobori T, Igarashi Y, Ikeo K, Ishino S, Ishino Y, Kakehi S, Kataoka T, Kawachi M, Kimura G, Kobayashi T, Kuwata A, Mineta K, Ohtsubo M, Sakami T, Suzuki Y, Tan E, Taniuchi Y, Tashiro K, Watabe S, Watanabe T, Yamaguchi H, Yoshitake K",,,9.0,"Andorra, Japan",,ok,Development of a time-series shotgun metagenomics database for monitoring microbial communities at the Pacific coast of Japan.,2010-2022,,,,,False
TITLE_CAPITALIZED,"34718743, 39470737",BacDive,0.0,,0.0,bacdive,0.0,2,https://bacdive.dsmz.de,200,,,,2022-01-01,"Leibniz Institute DSMZ-German Collection of Microorganisms and Cell Cultures, Braunschweig, Germany.; Leibniz Institute DSMZ - German Collection of Microorganisms and Cell Cultures, Braunschweig, Germany.","Chamanara J, Ebeling C, Gupta R, Ilangovan V, Koblitz J, Overmann J, Podstawka A, Reimer LC, Sardà Carbasse J, Schmidt ML, Schober I","021A539C, 442032008, 460129525, 8005512001, 8005512901, K280/2019, OV 20/20-1, de.NBI 021A539C","DZIF, Deutsche Forschungsgemeinschaft, Federal Ministry of Education and Research, Leibniz Association",168.0,"Andorra, Germany",BacDive,ok,BacDive in 2022: the knowledge base for standardized bacterial and archaeal data. | BacDive in 2025: the core database for prokaryotic strain data.,2022-2025,,,,,False
"CAPITALIZED,TITLE_CAPITALIZED","36624665, 39535036",canSAR,0.0,cansar,0.0,,0.0,2,https://cansar.ai,200,,,,2023-01-01,"The Department of Genomic Medicine & The Institute of Data Science in Oncology, MD Anderson Cancer Center, Houston, TX, USA.; Department of Genomic Medicine; Therapeutics Discovery Division; and The Institute for Data Science in Oncology; University of Texas MD Anderson Cancer Center, Houston, TX 77030, USA.","Al-Lazikani B, Antolin AA, Biswas A, Brammer KM, Chitsazi R, Darkoh M, Dolciami D, Gingrich PW, Hu H, Jiang C, Li J, Maxwell DS, Mica IL, Mitsopoulos C, Ramagiri P, Russell KP, Sanfelice D, Shu Z, Tacy JA, Tym JE, Villasclaras-Fernandez E, Workman P, Zhao L, di Micco P","204735/Z/16/Z, 212969/Z/18/Z, 22897, C2739/A22897, C309/A11566, C309/A27413, C309/A31322, C35696/A23187, C9685/A26398/RG93685, RR210007","Anderson Institute for Data Science in Oncology, Bone Cancer research Trust, Brain Tumour Centre of Excellence, CPRIT, CRUK Programme, Cancer Prevention and Research Institute of Texas, Cancer Research UK, Chordoma Foundation, Infrastructure Award, Mark Foundation, Strategic Award, The Lyda Hill Foundation, Wellcome Trust, Wellcome Trust Sir Henry Wellcome Postdoctoral Fellowship, ‘canSAR: enhancing the drug discovery knowledgebase’",32.0,"Andorra, United States",canSAR,ok,canSAR: update to the cancer translational research and drug discovery knowledgebase. | canSAR 2024-an update to the public drug discovery knowledgebase.,2022-2025,,,,,False
CAPITALIZED,"36300620, 37881892, 39417505",KEGG,0.0,kegg,0.0,,0.0,3,https://www.kegg.jp,200,,,,2023-01-01,"Institute for Chemical Research, Kyoto University, Uji, Kyoto 611-0011, Japan.; Institute for Chemical Research, Kyoto University, Uji, Kyoto, Japan.; Institute for Chemical Research, Kyoto University, Uji, Kyoto 611-0011, Japan.","Furumichi M, Ishiguro-Watanabe M, Jin Z, Kanehisa M, Kawashima M, Matsuura Y, Sato Y",JPMJND2203,"Japan Science and Technology Agency, NBDC Database Integration Coordination Program",4399.0,Japan,KEGG,ok,KEGG for taxonomy-based analysis of pathways and genomes. | KEGG tools for classification and analysis of viral proteins. | KEGG: biological systems database as a model of the real world.,2022-2025,,,,,False
TITLE_CAPITALIZED,"36408920, 39552041",UniProt,0.0,,0.0,uniprot,0.0,2,https://www.uniprot.org/,200,,,,2023-01-01,,,"825575, BB/S01781X/1, BB/T010541/1, BB/T015608/1, BB/X002179/1, HG002273, OD/DPCPSI/ODSS, P41 HG002273, R01 HG002273, R35 GM141873, R35GM141873, U24 HG007822, U24 HG012212, U24 OD038424, U24HG007822, U41 HG002273, U41 HG007822","Biotechnology and Biological Sciences Research Council, European Molecular Biology Laboratory, European Molecular Biology Laboratory (EMBL) Australia, Horizon 2020 - Research and Innovation Framework Programme, Lung, NCI NIH HHS, NEI NIH HHS, NHGRI NIH, NHGRI NIH HHS, NHLBI NIH HHS, NIA NIH HHS, NIDDK NIH HHS, NIGMS NIH HHS, NIH HHS, National Cancer Institute, National Eye Institute, National Heart, National Human Genome Research Institute, National Institute of Allergy and Infectious Diseases, National Institute of Diabetes and Digestive and Kidney Diseases, National Institute of General Medical Sciences, National Institute on Aging, National Institutes of Health, National Science Foundation's Directorate for Biological Sciences, National Science Foundation’s Directorate for Biological Sciences, ODCDC CDC HHS, Office of the Director, Open Targets, Research and Innovation, SERI, State Secretariat for Education, and Blood Institute",5071.0,,UniProt,ok,UniProt: the Universal Protein Knowledgebase in 2023. | UniProt: the Universal Protein Knowledgebase in 2025.,2022-2025,,,,,False
TITLE_CAPITALIZED,35891797,CRISPR-surfaceome,0.9071792,,0.9071792,crispr-surfaceome,0.9071792,1,https://crispr-surfaceome.siais.shanghaitech.edu.cn/home,200,,,,2022-07-18,"Shanghai Institute for Advanced Immunochemical Studies, ShanghaiTech University, Shanghai 201210, China.","Gu Q, Jiang L, Liu J, Mei H, Meng Y, Wang W",,,4.0,China,CRISPR-surfaceome,ok,CRISPR-surfaceome: An online tool for designing highly efficient sgRNAs targeting cell surface proteins.,2022-2025,,,,,False
TITLE_CAPITALIZED,37811871,m7GHub,0.99676806,m7ghub,0.99676806,,0.99676806,1,http://www.rnamd.org/m7GHub2,200,,,,2024-01-01,"Department of Public Health, School of Medicine & Holistic Integrative Medicine, Nanjing University of Chinese Medicine, Nanjing 210023, China.","Chen K, Liang Z, Ma J, Meng J, Rigden DJ, Song B, Wang X, Xia R, Zhang Y, de Magalhães JP","013038030001, 31671373, 32100519, KSF-E-51, KSF-P-02","National Natural Science Foundation of China, Scientific Research Foundation of Nanjing University of Chinese Medicine, XJTLU Key Program Special Fund, Xi'an Jiaotong-Liverpool University, Xi’an Jiaotong-Liverpool University",21.0,China,m7GHub,ok,m7GHub V2.0: an updated database for decoding the N7-methylguanosine (m7G) epitranscriptome.,2022-2025,,,,,False
TITLE_CAPITALIZED,36161321,Cell Taxonomy,0.9946529,,0.9946529,cell taxonomy,0.9946529,1,https://ngdc.cncb.ac.cn/celltaxonomy,200,,,,2023-01-01,"National Genomics Data Center & CAS Key Laboratory of Genome Sciences and Information, Beijing Institute of Genomics, Chinese Academy of Sciences, Beijing 100101, China.","Bao Y, Chen M, Chu Y, Jiang S, Jin T, Jing W, Luo S, Qian Q, Shang Y, Wu Z, Xiao J, Zhang R, Zhang Y, Zhang Z, Zhu T, Zong W, Zou D","153F11KYSB20160008, 2016YFC0901903, 2017YFC0907502, 2018134, 2020YFA0907001, 31100915, 31681595, 31871328, 31970634, 32030021, 32100520, WX145XQ07-04, XDA19050302, XDB38030400","Chinese Academy of Sciences, National Key Research and Development Program of China, National Natural Science Foundation of China, The Open Biodiversity and Health Big Data Programme of IUBS, Youth Innovation Promotion Association of the Chinese Academy of Sciences",43.0,"Andorra, China",Cell Taxonomy,ok,Cell Taxonomy: a curated repository of cell types with multifaceted characterization.,2022-2025,,,,,False
TITLE_CAPITALIZED,35348648,Diseases,0.98903394,,0.98903394,diseases,0.98903394,1,https://diseases.jensenlab.org,200,,,,2022-03-01,"Novo Nordisk Foundation Center for Protein Research, Faculty of Health and Medical Sciences, University of Copenhagen, Copenhagen 2200, Denmark.","Grissa D, Jensen LJ, Junge A, Oprea TI",,,75.0,"Andorra, Denmark",Diseases,ok,Diseases 2.0: a weekly updated database of disease-gene associations from text mining and data integration.,2022-2025,,,,,False
TITLE_CAPITALIZED,37169224,Small molecule antiviral compound collection,0.9826298,,0.9826298,small molecule antiviral compound collection,0.9826298,1,https://smacc.mml.unc.edu,200,,,,2023-05-09,"UNC Eshelman School of Pharmacy, University of North Carolina, Chapel Hill, NC, USA.","Eastman RT, Korn D, Martin HJ, Melo-Filho CC, Muratov E, Rai G, Simeonov A, Tropsha A, Zakharov AV","R01 GM140154, R01GM140154, U19 AI171292, U19AI171292","American Foundation for Pharmaceutical Education, NIAID NIH HHS, NIGMS NIH HHS, National Center for Advancing Translational Sciences, National Institutes of Health",10.0,United States,Small molecule antiviral compound collection,ok,"Small molecule antiviral compound collection (SMACC): A comprehensive, highly curated database to support the discovery of broad-spectrum antiviral drug molecules.",2022-2025,,,,,False
TITLE_CAPITALIZED,35389344,Protist.guru,0.9823803,,0.9823803,protist.guru,0.9823803,1,http://protist.guru/,200,,,,2022-02-18,"School of Biological Sciences, Nanyang Technological University, 60 Nanyang Drive, Singapore 637551, Singapore.","Boon CJ, Dos Santos AL, Fo K, Foo H, Hee KM, Hew LA, Jaya R, Kairon RS, Koh KTS, Lau PY, Lee WQ, Lee ZQ, Liao JX, Lim JJJ, Lim PK, Lim SC, Lim YY, Maitra I, Mutwil M, See WA, Tan E, Vijay V, Villanueva EMF, Wang YT",,,7.0,Singapore,Protist.guru,ok,Protist.guru: A Comparative Transcriptomics Database for Protists.,2022-2025,,,,,False
TITLE_CAPITALIZED,39558185,Plant Metabolic Network,0.9792689,,0.9792689,plant metabolic network,0.9792689,1,https://plantcyc.org,200,,,,2025-01-01,"Plant Resilience Institute, Michigan State University, 1066 Bogue St, East Lansing, MI 48824, USA.","Hawkins C, Rhee SY, Wyatt G, Xue B, Yasmin F, Zerbe P","DBI-2213983, DE-SC0018277, DE-SC0020366, DE-SC0021286, DE-SC0023160, IOS-1546838, IOS-2312181, IOS-2406533","Department of Energy, Michigan State University, Office of Biological and Environmental Research, U.S. National Science Foundation",13.0,United States,Plant Metabolic Network,ok,Plant Metabolic Network 16: expansion of underrepresented plant groups and experimentally supported enzyme data.,2022-2025,,,,,False
TITLE_CAPITALIZED,37605747,Curcumin Chalcone Derivatives Database,0.9495553,,0.9495553,curcumin chalcone derivatives database,0.9495553,1,https://srampogu-ccdd-ccdd-8uldk8.streamlit.app/,200,,,,2023-08-17,"Cachet Big Data Labs, Hyderabad, Telangana, India.","Balasubramaniyam T, Lee JH, Rampogu S","2020R1A2C1006909 and 2022R1A4A1021817, SSTF-BA1701-10","National Research Foundation of Korea, Samsung Science and Technology Foundation",2.0,India,Curcumin Chalcone Derivatives Database,ok,Curcumin Chalcone Derivatives Database (CCDD): a Python framework for natural compound derivatives database.,2022-2025,,,,,False
TITLE_CAPITALIZED,37183478,Yeast mitochondrial posttranslational modification,0.9273263,,0.9273263,yeast mitochondrial posttranslational modification,0.9273263,1,http://compbio.fmph.uniba.sk/y-mtptm/,200,,,,2023-07-01,"Department of Computer Science, Faculty of Mathematics, Physics and Informatics, Comenius University in Bratislava, Bratislava 842 48, Slovakia.","Agarský I, Brejová B, Brázdovič F, Derková H, Fedor M, Harmanová D, Kiss L, Korman A, Nosek J, Pašen M, Tomáška Ľ, Vinař T, Vozáriková V",,"European Regional Development Fund, Ministry of Education, Research and Sport of the Slovak republic, Science, Slovak Research and Development Agency",1.0,"Andorra, Slovakia",Yeast mitochondrial posttranslational modification,ok,y-mtPTM: Yeast mitochondrial posttranslational modification database.,2022-2025,,,,,False
TITLE_CAPITALIZED,36932341,Mare-MAGE,0.92450774,,0.92450774,mare-mage,0.92450774,1,http://mare-mage.weebly.com/,200,,,,2023-03-17,"Thünen Institute of Fisheries Ecology, Herwigstraße 31, 27572, Bremerhaven, Germany. yassine.kasmi@thuenen.de.","Eschbach E, Hanel R, Kasmi Y",EMFF/2018/015,"Bundesforschungsinstitut für Ländliche Räume, EMFF, Johann Heinrich von Thünen-Institut, Wald und Fischerei",2.0,Germany,Mare-MAGE,ok,Mare-MAGE curated reference database of fish mitochondrial genes.,2022-2025,,,,,False
TITLE_CAPITALIZED,36318236,MHC Motif Atlas,0.9032981,,0.9032981,mhc motif atlas,0.9032981,1,http://mhcmotifatlas.org/,200,,,,2023-01-01,"Department of Oncology, Ludwig Institute for Cancer Research Lausanne, University of Lausanne, Lausanne, Switzerland.","Eggenschwiler S, Gfeller D, Racle J, Tadros DM",KFS-4104-02-2017,Swiss Cancer Research Foundation,54.0,Switzerland,MHC Motif Atlas,ok,The MHC Motif Atlas: a database of MHC binding specificities and ligands.,2022-2025,,,,,False
TITLE_CAPITALIZED,35690280,exRNAdisease,0.8973258,,0.8973258,exrnadisease,0.8973258,1,http://www.origin-gene.cn/database/exRNAdisease/,200,,,,2022-06-08,"Shanghai YangZhi Rehabilitation Hospital (Shanghai Sunshine Rehabilitation Center), School of Medicine, Tongji University, Shanghai, China.","Dong D, Luo J, Ning Q, Zhao L, Zheng G","20KJA320007, D2019027, TD202008","Natural Science Foundation of Jiangsu Province, Xuzhou Medical University",5.0,China,exRNAdisease,ok,exRNAdisease: An extracellular RNA transcriptome atlas in human diseases.,2022-2025,,,,,False
TITLE_CAPITALIZED,38868205,Sarcoma_CellminerCDB,0.8832515,,0.8832515,sarcoma_cellminercdb,0.8832515,1,https://discover.nci.nih.gov/SarcomaCellMinerCDB,200,,,,2024-04-18,"Developmental Therapeutics Branch, Center for Cancer Research, National Cancer Institute, NIH, Bethesda, MD 20892, USA.","Elloumi F, Heske CM, Khan J, Khandagale P, Luna A, Meltzer PS, Pommier Y, Pongor L, Reinhold WC, Tlemsani C, Varma S",,,7.0,United States,Sarcoma_CellminerCDB,ok,Sarcoma_CellminerCDB: A tool to interrogate the genomic and functional characteristics of a comprehensive collection of sarcoma cell lines.,2022-2025,,,,,False
TITLE_CAPITALIZED,"37716955, 37897355",A3D,0.86590374,a3d,0.86590374,,0.86590374,2,http://biocomp.chem.uw.edu.pl/A3D2/yeast,200,,,,2023-09-16,"Institut de Biotecnologia i de Biomedicina (IBB) and Departament de Bioquímica i Biologia Molecular, Universitat Autònoma de Barcelona, Bellaterra, Barcelona, 08193, Spain.; Genome Informatics Facility, Office of Biotechnology, Iowa State University, Ames 50011 IA, USA.","Badaczewska-Dawid AE, Burdukiewicz M, Garcia-Pardo J, Iglesias V, Kmiecik S, Kuriata A, Pintado-Grima C, Ventura S","02/07/2021, 2021/40/Q/NZ2/00078, 2023 FI_3 00018, COST Action ML4NGP CA21160, GA 952334, ICREA-Academia 2020, IJC2019-041039-I, Juan de la Cierva Incorporacion IJC2019-041039-I, NextGenerationEU, PID2019-105017RB-I00, PhasAge H2020-WIDESPREAD-2020-5","European Commission, European Cooperation in Science and Technology, European Union&apos;s Horizon 2020, European Union's Horizon 2020, ICREA, Institució Catalana de Recerca i Estudis Avançats, Juan de la Cierva Incorporación, Maria Zambrano grant funded by the European Union-NextGenerationEU, Ministerio de Ciencia e Innovación, National Science Centre, Secretariat of Universities and Research of the Catalan Government and the European Social Fund, Sheng, Spanish Ministry of Science and Innovation, Spanish Ministry of Science and Innovation and the European Union-NextGenerationEU",14.0,"Andorra, Spain, United States",A3D,ok,A3DyDB: exploring structural aggregation propensities in the yeast proteome. | A3D Model Organism Database (A3D-MODB): a database for proteome aggregation predictions in model organisms.,2022-2025,,,,,False
TITLE_CAPITALIZED,36209954,Tumor-specific Neoantigen Database,0.8629695,,0.8629695,tumor-specific neoantigen database,0.8629695,1,https://pgx.zju.edu.cn/tsnadb/,200,,,,2022-10-06,"Institute of Drug Metabolism and Pharmaceutical Analysis and Zhejiang Provincial Key Laboratory of Anti-Cancer Drug Research, College of Pharmaceutical Sciences, Zhejiang University, Hangzhou 310058, China.","Chen S, Chen W, Chi Y, Gu X, Hua X, Wu J, Zhou Y, Zhou Z","2020C03010, 31971371, LHDMZ22H300002, U20A20409","China, Key R&amp;D Program of Zhejiang Province, National Natural Science Foundation of China, Zhejiang Provincial Natural Science Foundation of China",17.0,"Andorra, China",Tumor-specific Neoantigen Database,ok,TSNAdb v2.0: The Updated Version of Tumor-specific Neoantigen Database.,2022-2025,,,,,True
CAPITALIZED,36698975,CUCUME,0.84332544,cucume,0.84332544,,0.84332544,1,http://cucume.cn/,200,,,,2023-01-10,"Beijing Key Laboratory of Growth and Developmental Regulation for Protected Vegetable Crops, China Agricultural University, Beijing, China.","Gao L, Han X, Li X, Lin S, Liu M, Liu W, Liu Z, Lu X, Wang C, Wang N, Wang T, Xiang C, Zhang W, Zhang X",,,6.0,"Andorra, China",CUCUME,ok,"CUCUME: An RNA methylation database integrating systemic mRNAs signals, GWAS and QTL genetic regulation and epigenetics in different tissues of <i>Cucurbitaceae</i>.",2022-2025,,,,,False
CAPITALIZED,36170113,MANE,0.6811143,mane,0.6811143,,0.6811143,1,https://texmst.ibms.sinica.edu.tw/,200,,,,2022-09-01,"Institute of Biomedical Sciences, Academia Sinica, Taipei 115, Taiwan, R.O.C.","Lin WC, Tung KF",109-2311-B-001-013-MY3,"Academia Sinica, National Science and Technology Council",2.0,,MANE,ok,TEx-MST: tissue expression profiles of MANE select transcripts.,2022-2025,,,,,False
TITLE_CAPITALIZED,36520398,MicroScope,0.6379231,,0.6379231,microscope,0.6379231,1,https://mage.genoscope.cns.fr/microscope,200,,,,2023-01-01,"LABGeM, Génomique Métabolique, CEA, Genoscope, Institut François Jacob, CNRS, Université d'Évry, Université Paris-Saclay, Evry, France. droche@genoscope.cns.fr.","Calteau A, Roche D, Vallenet D",,,,France,MicroScope,ok,Analyzing Prokaryotic Transcriptomics in the Light of Genome Data with the MicroScope Platform.,2022-2025,,,,,False
TITLE_CAPITALIZED,37994706,PathDIP 5,0.9775495,,0.9775495,pathdip 5,0.9775495,1,https://ophid.utoronto.ca/pathDIP,200,,,,2024-01-01,"Osteoarthritis Research Program, Division of Orthopedic Surgery, Schroeder Arthritis Institute, Toronto, Ontario M5T 0S8, Canada.","Abovsky M, Jurisica I, Kotlyar M, Lu R, Pastrello C","203475, 225404, 30865, RDI 34876, RE010-020","Canada Foundation for Innovation, Ian Lawson van Toch Fund, Natural Sciences Research Council, Ontario Research Fund",21.0,Canada,PathDIP 5,ok,PathDIP 5: improving coverage and making enrichment analysis more biologically meaningful.,2022-2025,,,,,False
TITLE_CAPITALIZED,37861121,ColabFit exchange,0.9730178,,0.9730178,colabfit exchange,0.9730178,1,https://colabfit.org,200,,,,2023-10-01,"Department of Materials Science and Engineering, University of Illinois Urbana-Champaign, Urbana, Illinois 61801, USA.","Elliott RS, Fuemmeler EG, Gupta A, Martiniani S, Tadmor EB, Tao AQ, Vita JA, Wolfe GP","1922758, OAC-2039575","Minnesota Supercomputing Institute, NYU IT High Performance Computing, National Science Foundation, Simons Center for Computational Physical Chemistry, University of Minnesota",2.0,"Andorra, United States",ColabFit exchange,ok,ColabFit exchange: Open-access datasets for data-driven interatomic potentials.,2022-2025,,,,,False
