pmid,publication_date,affiliation,authors,grant_ids,grant_agencies,num_citations,title
35381376,2022-04-04,"Laboratory of Computational Systems Biotechnology, École Polytechnique Fédérale de Lausanne, EPFL, Lausanne, Switzerland.","Sveshnikova A, MohammadiPeyhani H, Hatzimanikatis V",,,8,ARBRE: Computational resource to predict pathways towards industrially important aromatic compounds.
39565209,2025-01-01,"Department of Pharmacological Sciences, Mount Sinai Center for Bioinformatics, Icahn School of Medicine at Mount Sinai, One Gustave L. Levy Place, Box 1603 New York, NY, USA.","Diamant I, Clarke DJB, Evangelista JE, Lingam N, Ma'ayan A","OT2OD036435, U24CA271114, RC2 DK131995, U24CA264250, OT2OD030160, U24 CA264250, R01DK131525, R01DK131525, RC2DK131995","NIH, NIH, NIDDK NIH HHS, NIH, NIH, NCI NIH HHS, NIH, NIH HHS, NIH",55,Harmonizome 3.0: integrated knowledge about genes and proteins from diverse multi-omics resources.
37114999,2023-07-01,"Integrative Science Center of Germplasm Creation in Western China (CHONGQING) Science City, Biological Science Research Center, Southwest University, Chongqing, China.","Sun J, Lu F, Luo Y, Bie L, Xu L, Wang Y","XDJK2019TJ003, U21A20248, 32000340","Fundamental Research Funds for the Central Universities, National Natural Science Foundation of China, National Natural Science Foundation of China",273,OrthoVenn3: an integrated platform for exploring and visualizing orthologous data across genomes.
37860104,2023-10-04,"Clinical Proteomics Mass Spectrometry, Department of Oncology-Pathology, Karolinska Institutet, Science for Life Laboratory, 171 65 Solna, Sweden.","Aswad L, Jafari R","PR2019-0025, PR2022-0009","Swedish Childhood Cancer Foundation, Swedish Childhood Cancer Foundation",8,FORALL: an interactive shiny/R web portal to navigate multi-omics high-throughput data of pediatric acute lymphoblastic leukemia.
39535874,2025-01-01,"State Key Laboratory of Plant Environmental Resilience, College of Life Sciences, Zhejiang University, Hangzhou 310058, China.","Li J, Ni Q, He G, Huang J, Chao H, Li S, Chen M, Hu G, Whelan J, Shou H",,,3,SoyOD: An Integrated Soybean Multi-omics Database for Mining Genes and Biological Research.
37665017,2024-01-01,"Open Longevity, 15260 Ventura Blvd, STE 2230, Sherman Oaks, CA 91403, USA.","Rafikova E, Nemirovich-Danchenko N, Ogmen A, Parfenenkova A, Velikanova A, Tikhonov S, Peshkin L, Rafikov K, Spiridonova O, Belova Y, Glinin T, Egorova A, Batin M","AG073341, R01 AG073341, R56 AG073341, AG073341","NIA NIH HHS, NIA NIH HHS, Alexey Kovalev, Open Longevity, NIA NIH HHS, NIA",13,Open Genes-a new comprehensive database of human genes associated with aging and longevity.
34755877,2022-01-01,"Osteoarthritis Research Program, Division of Orthopedic Surgery, Schroeder Arthritis Institute and Data Science Discovery Centre for Chronic Diseases, Krembil Research Institute, University Health Network, Toronto, ON M5T 0S8, Canada.","Kotlyar M, Pastrello C, Ahmed Z, Chee J, Varyova Z, Jurisica I","29272, 34876, 33536, 203475, 225404","Canada Foundation for Innovation, Ontario Research Foundation, University Health Network, Canada Foundation for Innovation, Toronto General and Western Hospital Foundation, Buchan Foundation, Schroeder Arthritis Institute, Natural Sciences Research Council, Canada Foundation for Innovation",51,"IID 2021: towards context-specific protein interaction analyses by increased coverage, enhanced annotation and enrichment analysis."
37123454,2023-04-17,"Institute of Molecular Life Sciences, University of Zurich, Winterthurerstrasse 190, Zurich, 8057, Switzerland.","Karakulak T, Szklarczyk D, Saylan CC, Moch H, von Mering C, Kahraman A",,Krebsliga Zürich,4,CanIsoNet: a database to study the functional impact of isoform switching events in diseases.
39005953,2024-07-12,"Université Clermont Auvergne, CNRS, LAPSCO, F-63001 Clermont-Ferrand, France.","Lakhzoum D, Izaute M, Ferrand L, Zeelenberg R, Pecher D",,,0,NewAbstractConcepts: A Database of 42 Normed Abstract Concepts and Exemplars.
35274687,2022-04-01,"SIB Text Mining Group, Swiss Institute of Bioinformatics, 1206 Geneva, Switzerland.","Pasche E, Mottaz A, Caucheteur D, Gobeill J, Michel PA, Ruch P",,"BioMedIT infrastructure, Swiss Personalized Health Network, SIBiLS",5,Variomes: a high recall search engine to support the curation of genomic variants.
34986600,2022-01-01,"Institute of Computing Science, Poznan University of Technology, 60-965 Poznan, Poland.","Zok T, Kraszewska N, Miskiewicz J, Pielacinska P, Zurkowski M, Szachniuk M",2019/35/B/ST6/03074,"National Science Center, Poland, Poznan University of Technology, Institute of Bioorganic Chemistry, PAS",28,ONQUADRO: a database of experimentally determined quadruplex structures.
37467208,2023-07-19,"Center for Bioinformatics, Department of Informatics, University of Oslo, Oslo, Norway.","Kalyanasundaram S, Lefol Y, Gundersen S, Rognes T, Alsøe L, Nilsen HL, Hovig E, Sandve GK, Domanska D",,,1,hGSuite HyperBrowser: A web-based toolkit for hierarchical metadata-informed analysis of genomic tracks.
35508507,2022-05-04,"Department of Knowledge Technologies, Jožef Stefan Institute, Ljubljana, Slovenia.","Kostovska A, Bogatinovski J, Džeroski S, Kocev D, Panov P",,,0,A catalogue with semantic annotations makes multilabel datasets FAIR.
36713195,2023-01-12,"Department of Biophysics, University of Delhi South Campus, New Delhi, India.","Pandey D, Singhal N, Kumar M",,,2,"β-LacFamPred: An online tool for prediction and classification of β-lactamase class, subclass, and family."
36894999,2023-03-09,"Computational Medicine Platform, Andalusian Public Foundation Progress and Health-FPS, 41013, Seville, Spain.","López-López D, Roldán G, Fernández-Rueda JL, Bostelmann G, Carmona R, Aquino V, Perez-Florido J, Ortuño F, Pita G, Núñez-Torres R, González-Neira A, Peña-Chilet M, Dopazo J","IMP/00019, PI20/01305, PID2020-117979RB-I00, IMP/00009","Instituto de Salud Carlos III, Instituto de Salud Carlos III, Ministerio de Ciencia e Innovación, Instituto de Salud Carlos III",3,A crowdsourcing database for the copy-number variation of the Spanish population.
39416656,2024-10-08,"Southern Cross University, Military Road, Lismore New South Wales 2480, Australia.","Mansueto L, McNally KL, Kretzschmar T, Mauleon R",LP210200606,"Southern Cross University, Australian Research Council",1,CannSeek? Yes we Can! An open-source single nucleotide polymorphism database and analysis portal for <i>Cannabis sativa</i>.
35156780,2022-02-01,"Donnelly Centre, University of Toronto, Toronto, ON, Canada.","Lim SH, Snider J, Birimberg-Schwartz L, Ip W, Serralha JC, Botelho HM, Lopes-Pacheco M, Pinto MC, Moutaoufik MT, Zilocchi M, Laselva O, Esmaeili M, Kotlyar M, Lyakisheva A, Tang P, López Vázquez L, Akula I, Aboualizadeh F, Wong V, Grozavu I, Opacak-Bernardi T, Yao Z, Mendoza M, Babu M, Jurisica I, Gonska T, Bear CE, Amaral MD, Stagljar I","420989, FDN-154318, CLL‐018879, 225404, 703889, MSH-130178, 203475, FDN‐154318, 30865","Canadian Institutes for Health Research, CIHR, Genentech, Canada Foundation for Innovation, Canadian Cancer Society Research Institute, CIHR, Natural Sciences and Engineering Research Council of Canada, Canadian Institutes of Health Research, Canada Foundation for Innovation",16,CFTR interactome mapping using the mammalian membrane two-hybrid high-throughput screening system.
40268234,2025-04-21,"Interuniversity Institute of Bioinformatics in Brussels, ULB-VUB, Brussels, Belgium; Structural Biology Brussels, Vrije Universiteit Brussel, Brussels, Belgium; AI Lab, Vrije Universiteit Brussel, Brussels, Belgium.","Crauwels C, Díaz A, Vranken W","I000323N, G032816N","Research Foundation Flanders, Vlaamse regering, Vlaams Supercomputer Centrum, Research Foundation Flanders",0,GPCRchimeraDB: A Database of Chimeric G Protein-Coupled Receptors (GPCRs) to Assist Their Design.
38701592,2024-04-30,"School of Pharmaceutical Sciences, Chongqing University, Chongqing, 401331, China.","Luo D, Tong Z, Wen L, Bai M, Jin X, Liu Z, Li Y, Xue W",,,1,DTNPD: A comprehensive database of drugs and targets for neurological and psychiatric disorders.
38522645,2024-03-24,"Department of Biochemistry & Biophysics, University of Rochester Medical Center, Rochester, NY 14642, USA; Center for RNA Biology, University of Rochester Medical Center, Rochester, NY 14642, USA.","Mittal A, Turner DH, Mathews DH","R35 GM145283, NIH R35 GM145283","NIGMS NIH HHS, National Institute of General Medical Sciences, National Institutes of Health",13,NNDB: An Expanded Database of Nearest Neighbor Parameters for Predicting Stability of Nucleic Acid Secondary Structures.
39240327,2024-09-01,"Interuniversity Institute of Bioinformatics in Brussels, ULB-VUB, La Plaine Campus, Triomflaan, C building, 6th floor, CP 263, 1050, Brussels, Belgium.","Gavalda-Garcia J, Díaz A, Vranken W","813239, G.0328.16N, CA21160, I000323N","Marie Skłodowska-Curie, International Research Infrastructure, COST, European Union's Horizon 2020 Research and Innovation Program, European Union’s Horizon 2020 Research and Innovation Program, COST Action ML4NGP, European Cooperation in Science and Technology, Research Foundation Flanders, International Research Infrastructure",0,bio2Byte Tools deployment as a Python package and Galaxy tool to predict protein biophysical properties.
39838450,2025-01-21,"Bioinformatics Division, Walter and Eliza Hall Institute of Medical Research, Parkville, Australia. alan.rubin@wehi.edu.au.","Rubin AF, Stone J, Bianchi AH, Capodanno BJ, Da EY, Dias M, Esposito D, Frazer J, Fu Y, Grindstaff SB, Harrington MR, Li I, McEwen AE, Min JK, Moore N, Moscatelli OG, Ong J, Polunina PV, Rollins JE, Rollins NJ, Snyder AE, Tam A, Wakefield MJ, Ye SS, Starita LM, Bryant VL, Marks DS, Fowler DM","R01 HG013025, RM1 HG010461, DP2 HD088158","NHGRI NIH HHS, NHGRI NIH HHS, NICHD NIH HHS",35,MaveDB 2024: a curated community database with over seven million variant effects from multiplexed functional assays.
37651464,2023-09-01,"Department of Biological Sciences, University of California, San Diego, San Diego, CA 92093, United States.","Smith K, Ye C, Turakhia Y","BAA 200-2021-11554, BAA 200-2021-11554","CDC HHS, Centers for Disease Control and Prevention",11,Tracking and curating putative SARS-CoV-2 recombinants with RIVET.
39362876,2024-10-03,"Department of Genetics and Genomic Sciences, Icahn Genomics Institute, Icahn School of Medicine at Mount Sinai, New York, NY, 10029, USA.","Sekar JAP, Li YC, Schlessinger A, Pandey G","U01 CA271318, U01CA271318","NCI NIH HHS, U.S. Department of Health & Human Services | National Institutes of Health (NIH)",2,A web portal for exploring kinase-substrate interactions.
36688700,2023-02-01,"Department of Biomedical Informatics, Harvard Medical School.","L'Yi S, Keller MS, Dandawate A, Taing L, Chen CH, Brown M, Meyer CA, Gehlenborg N","U24 CA237617, T32 HG002295, U24CA237617","NCI NIH HHS, NHGRI NIH HHS, National Institutes of Health",4,Cistrome Explorer: an interactive visual analysis tool for large-scale epigenomic data.
39526380,2025-01-01,"Key Laboratory for Bio-Electromagnetic Environment and Advanced Medical Theranostics, School of Biomedical Engineering and Informatics, Nanjing Medical University,101 Longmian Ave, Nanjing, Jiangsu 211166, China.","Cao C, Shao M, Wang J, Li Z, Chen H, You T, Li MJ, Ding Y, Zou Q",62471240,National Natural Science Foundation of China,4,webTWAS 2.0: update platform for identifying complex disease susceptibility genes through transcriptome-wide association study.
35662469,2022-04-26,"Department of Computer Science, Lakehead University, Thunder Bay, ON, Canada.","Helmy M, Mee M, Ranjan A, Hao T, Vidal M, Calderwood MA, Luck K, Bader GD",,NIH,9,"OpenPIP: An Open-source Platform for Hosting, Visualizing and Analyzing Protein Interaction Data."
37953365,2024-01-01,"Department of Genetics, University of Pennsylvania, Philadelphia, PA 19104, USA.","Quesnel-Vallières M, Jewell S, Lynch KW, Thomas-Tikhonenko A, Barash Y","990633, CA232563, U01 CA232563, CA232563, LM013437, R01 LM013437, R35 GM118048","Cancer Research Society, NIH HHS, NCI NIH HHS, National Institutes of Health, National Institutes of Health, NLM NIH HHS, NIGMS NIH HHS",16,MAJIQlopedia: an encyclopedia of RNA splicing variations in human tissues and cancer.
34320637,2022-01-01,"Centre for Molecular Medicine Norway (NCMM), University of Oslo, 0349 Oslo, Norway.","Osorio D, Kuijjer ML, Cai JJ","801133, 187615","Marie Sklodowska-Curie, European Union’s Horizon 2020, European Union's Horizon 2020, University of Oslo through the Centre for Molecular Medicine Norway (NCMM, Norwegian Research Council",10,rPanglaoDB: an R package to download and merge labeled single-cell RNA-seq data from the PanglaoDB database.
PMC9576473,2022-09-01,,"Choi B, Choi S, Kim N, Choi I",,,0,NBLAST: a graphical user interface-based two-way BLAST software with a dot plot viewer
36239113,2022-09-30,"Department of Botany, School of Applied Sciences, Centurion University of Technology and Management, Bhubaneswar 752050, India.","Mohanty JN, Sahoo S, Mishra P",NRF2020R1I1A3052662,National Research Foundation of Korea,4,NBLAST: a graphical user interface-based two-way BLAST software with a dot plot viewer.
36399502,2023-01-01,"DOE Joint Genome Institute, Lawrence Berkeley National Laboratory, Berkeley, CA 94720, USA.","Camargo AP, Nayfach S, Chen IA, Palaniappan K, Ratner A, Chu K, Ritter SJ, Reddy TBK, Mukherjee S, Schulz F, Call L, Neches RY, Woyke T, Ivanova NN, Eloe-Fadrosh EA, Kyrpides NC, Roux S",DE-AC02-05CH11231,"Office of Science of the U.S. Department of Energy, U.S. Department of Energy Joint Genome Institute",257,"IMG/VR v4: an expanded database of uncultivated virus genomes within a framework of extensive functional, taxonomic, and ecological metadata."
34643729,2022-01-01,"The Province and Ministry Co-sponsored Collaborative Innovation Center for Medical Epigenetics, Tianjin Key Laboratory of Inflammation Biology, Tianjin Key Laboratory of Medical Epigenetics, Department of Pharmacology, School of Basic Medical Sciences, Tianjin Medical University, Tianjin 300070, China.","Yang X, Tong Y, Liu G, Yuan J, Yang Y",32100534,"National Natural Science Foundation of China, Tianjin Medical University",10,scAPAatlas: an atlas of alternative polyadenylation across cell types in human and mouse.
40037544,2024-11-01,"Shanxi Key Lab for Modernization of TCVM, College of Basic Sciences, Shanxi Agricultural University, 1 Mingxian South Road, Taigu District, Jinzhong, 030801, China.","Wang A, Peng H, Wang Y, Zhang H, Cheng C, Zhao J, Zhang W, Chen J, Li P","20210302124129, 82274363, 2023KY322, 2022YQPYGC09","Fundamental Research Program of Shanxi Province, National Natural Science Fund of China, Postgraduate Research Innovation Project of Shanxi Province, Distinguished and Excellent Young Scholars Cultivation Project of Shanxi Agricultural University",5,NP-TCMtarget: a network pharmacology platform for exploring mechanisms of action of traditional Chinese medicine.
