pmid,title_snippet,agent_score,confidence_level,reasoning,setfit_confidence,ling_score,review_score,agent,agent_sample_size,title,abstract,ling_has_intro_pattern,ling_has_title_pattern,ling_has_url,ling_impl_keywords,ling_usage_keywords,agent2_score,agent2_rationale,expert_score,classification,category,evidence_count,title_match,intro_phrases,has_url,impl_keywords,usage_keywords,has_stats,agent4_score,agent4_notes,notes
23193263,,,,,0.71251017,2.0,0.7999999999999999,6,400,PrePPI: a structure-informed database of protein-protein interactions.,,,,,,,,,,,,,,,,,,,,,"LIKELY BIORESOURCE: Multiple resource types: \bdatabase\b, \bresource\b, \bframework\b; Resource-style title; Has URL/availability info; Novelty emphasized; Ling analysis positive (score=2)"
28829434,,,,,0.7193933,2.0,0.65,6,400,"ForCenS, a curated database of planktonic foraminifera census counts in marine surface sediment samples.",,,,,,,,,,,,,,,,,,,,,"POSSIBLE BIORESOURCE: Strong intro language (2 verbs); Multiple resource types: \bdatabase\b, \bresource\b, \bpipeline\b; Ling analysis positive (score=2)"
34190031,,,,,0.6289811,1.0,0.55,6,400,A T cell redirection platform for co-targeting dual antigens on solid tumors.,,,,,,,,,,,,,,,,,,,,,"POSSIBLE BIORESOURCE: Multiple resource types: \bplatform\b, \bpipeline\b, \bframework\b; Resource-style title; Ling analysis positive (score=1)"
29461473,,,,,0.6528648,0.0,0.15,6,400,Temporal and Fine-Grained Pedestrian Action Recognition on Driving Recorder Database.,,,,,,,,,,,,,,,,,,,,,UNLIKELY BIORESOURCE: Resource type: \bdatabase\b
22563069,,,,,0.7290554,2.0,0.6,6,400,A holistic in silico approach to predict functional sites in protein structures.,,,,,,,,,,,,,,,,,,,,,"POSSIBLE BIORESOURCE: Multiple resource types: \btool\b, \bresource\b, \bframework\b; Has URL/availability info; Novelty emphasized; Ling analysis positive (score=2)"
29706973,,,,,0.7174764,1.0,0.35,6,400,The Sequenced Angiosperm Genomes and Genome Databases.,,,,,,,,,,,,,,,,,,,,,UNCERTAIN: Resource type: \bdatabase\b; Novelty emphasized; Ling analysis positive (score=1)
27144478,,,,,0.68043447,1.0,0.2,6,400,Yeast culture collections in the twenty-first century: new opportunities and challenges.,,,,,,,,,,,,,,,,,,,,,UNLIKELY BIORESOURCE: Novelty emphasized; Ling analysis positive (score=1)
27498275,,,,,0.7085711,2.0,0.6,6,400,In-depth analysis of protein inference algorithms using multiple search engines and well-defined metrics.,,,,,,,,,,,,,,,,,,,,,"POSSIBLE BIORESOURCE: Multiple resource types: \bdatabase\b, \btool\b, \bplatform\b; Has URL/availability info; Novelty emphasized; Ling analysis positive (score=2)"
25051028,,,,,0.7011432,0.0,0.15,6,400,A hybrid spatio-temporal data indexing method for trajectory databases.,,,,,,,,,,,,,,,,,,,,,UNLIKELY BIORESOURCE: Resource type: \bdatabase\b
33062585,,,,,0.67892873,0.0,0.25,6,400,The Collection of Zoosporic Eufungi at the University of Michigan (CZEUM): introducing a new repository of barcoded <i>Chytridiomyceta</i> and <i>Blastocladiomycota</i> cultures.,,,,,,,,,,,,,,,,,,,,,"UNLIKELY BIORESOURCE: Multiple resource types: \brepository\b, \bportal\b, \bresource\b"
29129912,,,,,0.6591372,2.0,0.5499999999999999,6,400,Reflective imaging improves spatiotemporal resolution and collection efficiency in light sheet microscopy.,,,,,,,,,,,,,,,,,,,,,POSSIBLE BIORESOURCE: Strong intro language (2 verbs); Resource type: \bcollection\b; Ling analysis positive (score=2)
24958384,,,,,0.7129866,2.0,0.7499999999999999,6,400,The gene expression database for mouse development (GXD): putting developmental expression information at your fingertips.,,,,,,,,,,,,,,,,,,,,,LIKELY BIORESOURCE: Strong intro language (2 verbs); Resource type: \bdatabase\b; Resource-style title; Ling analysis positive (score=2)
24843257,,,,,0.6583765,0.0,0.15,6,400,Antarctic Porifera database from the Spanish benthic expeditions.,,,,,,,,,,,,,,,,,,,,,UNLIKELY BIORESOURCE: Resource type: \bdatabase\b
23866767,,,,,0.6801446,0.0,0.25,6,400,AcuTrials®: an online database of randomized controlled trials and systematic reviews of acupuncture.,,,,,,,,,,,,,,,,,,,,,UNLIKELY BIORESOURCE: Resource type: \bdatabase\b; Novelty emphasized
33152279,,,,,0.5243982,1.0,0.1,6,400,ACTIVating Resources for the COVID-19 Pandemic: In Vivo Models for Vaccines and Therapeutics.,,,,,,,,,,,,,,,,,,,,,UNLIKELY BIORESOURCE: Ling analysis positive (score=1)
23275698,,,,,0.53955716,2.0,0.5,6,400,"Computational analysis of transcriptome of Indian major carp, Labeo rohita (Hamilton-Buchanan, 1822) for functional annotation.",,,,,,,,,,,,,,,,,,,,,"POSSIBLE BIORESOURCE: Intro language present; Multiple resource types: \bdatabase\b, \bresource\b, \bontology\b; Ling analysis positive (score=2)"
26220682,,,,,0.7188838,2.0,0.95,6,400,SpirPro: A Spirulina proteome database and web-based tools for the analysis of protein-protein interactions at the metabolic level in Spirulina (Arthrospira) platensis C1.,,,,,,,,,,,,,,,,,,,,,"LIKELY BIORESOURCE: Intro language present; Multiple resource types: \bdatabase\b, \btool\b, \brepository\b; Resource-style title; Has URL/availability info; Novelty emphasized; Ling analysis positive (score=2)"
29538441,,,,,0.7032325,0.0,0.25,6,400,"Superior ab initio identification, annotation and characterisation of TEs and segmental duplications from genome assemblies.",,,,,,,,,,,,,,,,,,,,,UNLIKELY BIORESOURCE: Resource type: \bpipeline\b; Novelty emphasized
34349129,,,,,0.50209004,1.0,0.25,6,400,A dataset on affiliation of venture capitalists in China between 2000 and 2016.,,,,,,,,,,,,,,,,,,,,,UNLIKELY BIORESOURCE: Resource type: \bdatabase\b; Ling analysis positive (score=1)
34681040,,,,,0.7212468,0.0,0.4,6,400,FA-nf: A Functional Annotation Pipeline for Proteins from Non-Model Organisms Implemented in Nextflow.,,,,,,,,,,,,,,,,,,,,,"UNCERTAIN: Intro language present; Multiple resource types: \bsoftware\b, \bpipeline\b, \bworkflow\b"
33859261,,,,,0.52243143,0.0,0.0,6,400,Crop response to El Niño-Southern Oscillation related weather variation to help farmers manage their crops.,,,,,,,,,,,,,,,,,,,,,UNLIKELY BIORESOURCE
26357328,,,,,0.71823084,2.0,0.6,6,400,RBioCloud: A Light-Weight Framework for Bioconductor and R-based Jobs on the Cloud.,,,,,,,,,,,,,,,,,,,,,POSSIBLE BIORESOURCE: Resource type: \bsoftware\b; Resource-style title; Has URL/availability info; Ling analysis positive (score=2)
23010363,,,,,0.7092493,2.0,0.6,6,400,Proteins with an alpha/beta hydrolase fold: Relationships between subfamilies in an ever-growing superfamily.,,,,,,,,,,,,,,,,,,,,,"POSSIBLE BIORESOURCE: Multiple resource types: \bdatabase\b, \bserver\b, \bweb\s+server\b; Has URL/availability info; Novelty emphasized; Ling analysis positive (score=2)"
23505528,,,,,0.56683934,1.0,0.25,6,400,Vacuum/compression valving (VCV) using parrafin-wax on a centrifugal microfluidic CD platform.,,,,,,,,,,,,,,,,,,,,,UNLIKELY BIORESOURCE: Resource type: \bplatform\b; Ling analysis positive (score=1)
23601370,,,,,0.7226027,2.0,0.7999999999999999,6,400,LiverAtlas: a unique integrated knowledge database for systems-level research of liver and hepatic disease.,,,,,,,,,,,,,,,,,,,,,"LIKELY BIORESOURCE: Multiple resource types: \bdatabase\b, \bresource\b, \bontology\b; Resource-style title; Has URL/availability info; Novelty emphasized; Ling analysis positive (score=2)"
31780760,,,,,0.50079674,2.0,0.85,6,400,"PedMap: a pediatric diseases map generated from clinical big data from Hangzhou, China.",,,,,,,,,,,,,,,,,,,,,LIKELY BIORESOURCE: Intro language present; Resource type: \btool\b; Resource-style title; Has URL/availability info; Novelty emphasized; Ling analysis positive (score=2)
24162187,,,,,0.67927325,0.0,0.3,6,400,Variation Ontology for annotation of variation effects and mechanisms.,,,,,,,,,,,,,,,,,,,,,UNCERTAIN: Intro language present; Resource type: \bontology\b
33137603,,,,,0.5288239,1.0,0.6,6,400,Nanoengineered shear-thinning and bioprintable hydrogel as a versatile platform for biomedical applications.,,,,,,,,,,,,,,,,,,,,,POSSIBLE BIORESOURCE: Intro language present; Resource type: \bplatform\b; Resource-style title; Ling analysis positive (score=1)
21901739,,,,,0.7141498,1.0,0.5,6,400,Using the Saccharomyces Genome Database (SGD) for analysis of genomic information.,,,,,,,,,,,,,,,,,,,,,"POSSIBLE BIORESOURCE: Multiple resource types: \bdatabase\b, \bsoftware\b, \bontology\b; Has URL/availability info; Ling analysis positive (score=1)"
31278684,,,,,0.71153,2.0,0.4,6,400,Sharing Programming Resources Between Bio* Projects.,,,,,,,,,,,,,,,,,,,,,UNCERTAIN: Intro language present; Resource type: \bsoftware\b; Ling analysis positive (score=2)
24218553,,,,,0.55579966,1.0,0.4499999999999999,6,400,Structure and assembly of an inner membrane platform for initiation of type IV pilus biogenesis.,,,,,,,,,,,,,,,,,,,,,UNCERTAIN: Resource type: \bplatform\b; Resource-style title; Ling analysis positive (score=1)
31492109,,,,,0.71175677,2.0,0.4,6,400,Visualization methods for differential expression analysis.,,,,,,,,,,,,,,,,,,,,,UNCERTAIN: Resource type: \bsoftware\b; Has URL/availability info; Ling analysis positive (score=2)
33643383,,,,,0.5709641,2.0,0.4,6,400,Abiotic Stress-Responsive miRNA and Transcription Factor-Mediated Gene Regulatory Network in <i>Oryza sativa</i>: Construction and Structural Measure Study.,,,,,,,,,,,,,,,,,,,,,UNCERTAIN: Resource type: \bdatabase\b; Has URL/availability info; Ling analysis positive (score=2)
30733625,,,,,0.7217952,1.0,0.4499999999999999,6,400,SAliBASE: A Database of Simulated Protein Alignments.,,,,,,,,,,,,,,,,,,,,,UNCERTAIN: Resource type: \bdatabase\b; Resource-style title; Ling analysis positive (score=1)
34013348,,,,,0.70900196,2.0,0.75,6,400,ARAMIS: From systematic errors of NGS long reads to accurate assemblies.,,,,,,,,,,,,,,,,,,,,,LIKELY BIORESOURCE: Intro language present; Resource type: \bsoftware\b; Resource-style title; Has URL/availability info; Ling analysis positive (score=2)
30476229,,,,,0.69747895,2.0,0.4,6,400,ENPD - A Database of Eukaryotic Nucleic Acid Binding Proteins: Linking Gene Regulations to Proteins.,,,,,,,,,,,,,,,,,,,,,UNCERTAIN: Resource type: \bdatabase\b; Has URL/availability info; Ling analysis positive (score=2)
25929487,,,,,0.7131697,0.0,0.15,6,400,Systems biology of host-microbe metabolomics.,,,,,,,,,,,,,,,,,,,,,UNLIKELY BIORESOURCE: Resource type: \btool\b
31601837,,,,,0.6585218,0.0,0.15,6,400,Skew informations from an operational view via resource theory of asymmetry.,,,,,,,,,,,,,,,,,,,,,UNLIKELY BIORESOURCE: Resource type: \bresource\b
27730573,,,,,0.7222794,1.0,0.5,6,400,"Using FlyBase, a Database of Drosophila Genes and Genomes.",,,,,,,,,,,,,,,,,,,,,POSSIBLE BIORESOURCE: Resource type: \bdatabase\b; Has URL/availability info; Novelty emphasized; Ling analysis positive (score=1)
34582012,,,,,0.519365,1.0,0.4499999999999999,6,400,Lung Extracellular Matrix as a Platform for Lung Organ Bioengineering: Design and Development of Tissue Engineered Lung.,,,,,,,,,,,,,,,,,,,,,UNCERTAIN: Resource type: \bplatform\b; Resource-style title; Ling analysis positive (score=1)
29989592,,,,,0.71092117,0.0,0.0,6,400,A global dataset of river network geometry.,,,,,,,,,,,,,,,,,,,,,UNLIKELY BIORESOURCE
31454647,,,,,0.6832379,2.0,0.7,6,400,"FunVar: A systematic pipeline to unravel the convergence patterns of genetic variants in ASD, a paradigmatic complex disease.",,,,,,,,,,,,,,,,,,,,,"LIKELY BIORESOURCE: Multiple resource types: \btool\b, \bsoftware\b, \bpipeline\b; Resource-style title; Has URL/availability info; Ling analysis positive (score=2)"
29785479,,,,,0.72252834,2.0,0.6,6,400,NGSPanPipe: A Pipeline for Pan-genome Identification in Microbial Strains from Experimental Reads.,,,,,,,,,,,,,,,,,,,,,POSSIBLE BIORESOURCE: Resource type: \bpipeline\b; Resource-style title; Has URL/availability info; Ling analysis positive (score=2)
32454810,,,,,0.6953408,0.0,0.25,6,400,Temporal Association Rule Mining and Updating and Their Application to Blast Furnace in the Steel Industry.,,,,,,,,,,,,,,,,,,,,,UNLIKELY BIORESOURCE: Resource type: \bdatabase\b; Novelty emphasized
32205149,,,,,0.5026383,2.0,0.4,6,400,Expansion of the Major Facilitator Superfamily (MFS) to include novel transporters as well as transmembrane-acting enzymes.,,,,,,,,,,,,,,,,,,,,,UNCERTAIN: Resource type: \bdatabase\b; Has URL/availability info; Ling analysis positive (score=2)
24700709,,,,,0.70802397,2.0,0.6,6,400,The Developmental Brain Disorders Database (DBDB): a curated neurogenetics knowledge base with clinical and research applications.,,,,,,,,,,,,,,,,,,,,,"POSSIBLE BIORESOURCE: Multiple resource types: \bdatabase\b, \brepository\b, \bknowledge\s+base\b; Has URL/availability info; Novelty emphasized; Ling analysis positive (score=2)"
23894104,,,,,0.729617,1.0,0.4499999999999999,6,400,BioFNet: biological functional network database for analysis and synthesis of biological systems.,,,,,,,,,,,,,,,,,,,,,UNCERTAIN: Resource type: \bdatabase\b; Resource-style title; Ling analysis positive (score=1)
26110065,,,,,0.71493345,2.0,0.4,6,400,A TEX₈₆ surface sediment database and extended Bayesian calibration.,,,,,,,,,,,,,,,,,,,,,UNCERTAIN: Intro language present; Resource type: \bdatabase\b; Ling analysis positive (score=2)
33869695,,,,,0.72057,1.0,0.25,6,400,Dataset on structure and physical properties of stable diatomic systems based on van der Waals density functional method.,,,,,,,,,,,,,,,,,,,,,UNLIKELY BIORESOURCE: Resource type: \bdatabase\b; Ling analysis positive (score=1)
28938075,,,,,0.6360776,0.0,0.15,6,400,The Human Plasma Proteome Draft of 2017: Building on the Human Plasma PeptideAtlas from Mass Spectrometry and Complementary Assays.,,,,,,,,,,,,,,,,,,,,,UNLIKELY BIORESOURCE: Intro language present
31602464,,,,,0.71198004,2.0,0.7999999999999999,6,400,PathBank: a comprehensive pathway database for model organisms.,,,,,,,,,,,,,,,,,,,,,"LIKELY BIORESOURCE: Multiple resource types: \bdatabase\b, \bresource\b, \bweb-based\b; Resource-style title; Has URL/availability info; Novelty emphasized; Ling analysis positive (score=2)"
32367111,,,,,0.70089906,2.0,0.6,6,400,UPCLASS: a deep learning-based classifier for UniProtKB entry publications.,,,,,,,,,,,,,,,,,,,,,POSSIBLE BIORESOURCE: Resource type: \bdatabase\b; Resource-style title; Has URL/availability info; Ling analysis positive (score=2)
28617832,,,,,0.6316041,1.0,0.1,6,400,A TALE-inspired computational screen for proteins that contain approximate tandem repeats.,,,,,,,,,,,,,,,,,,,,,UNLIKELY BIORESOURCE: Ling analysis positive (score=1)
21784346,,,,,0.67826784,2.0,0.75,6,400,Building an integrated neurodegenerative disease database at an academic health center.,,,,,,,,,,,,,,,,,,,,,"LIKELY BIORESOURCE: Strong intro language (2 verbs); Multiple resource types: \bdatabase\b, \bserver\b, \btool\b; Novelty emphasized; Ling analysis positive (score=2)"
22256025,,,,,0.71850574,1.0,0.4499999999999999,6,400,LivBioSig: development of a toolbox for online bio-signals processing and experimentation.,,,,,,,,,,,,,,,,,,,,,UNCERTAIN: Intro language present; Resource-style title; Ling analysis positive (score=1)
22611131,,,,,0.71727496,2.0,0.4,6,400,Gossamer--a resource-efficient de novo assembler.,,,,,,,,,,,,,,,,,,,,,UNCERTAIN: Resource type: \bresource\b; Has URL/availability info; Ling analysis positive (score=2)
24039810,,,,,0.6994729,0.0,0.35,6,400,RosettaEPR: rotamer library for spin label structure and dynamics.,,,,,,,,,,,,,,,,,,,,,UNCERTAIN: Intro language present; Resource-style title
26931639,,,,,0.6247678,2.0,0.6,6,400,LabDisk for SAXS: a centrifugal microfluidic sample preparation platform for small-angle X-ray scattering.,,,,,,,,,,,,,,,,,,,,,POSSIBLE BIORESOURCE: Intro language present; Resource type: \bplatform\b; Resource-style title; Ling analysis positive (score=2)
30986215,,,,,0.7114248,0.0,0.35,6,400,GOOGA: A platform to synthesize mapping experiments and identify genomic structural diversity.,,,,,,,,,,,,,,,,,,,,,UNCERTAIN: Resource type: \bplatform\b; Resource-style title
32522236,,,,,0.7100164,2.0,0.8499999999999999,6,400,"VIBRANT: automated recovery, annotation and curation of microbial viruses, and evaluation of viral community function from genomic sequences.",,,,,,,,,,,,,,,,,,,,,LIKELY BIORESOURCE: Strong intro language (2 verbs); Resource type: \bplatform\b; Resource-style title; Novelty emphasized; Ling analysis positive (score=2)
24171254,,,,,0.6903886,2.0,0.4,6,400,Geminivirus database (GVDB): first database of family Geminiviridae and its genera Begomovirus.,,,,,,,,,,,,,,,,,,,,,UNCERTAIN: Resource type: \bdatabase\b; Has URL/availability info; Ling analysis positive (score=2)
34461312,,,,,0.71451706,2.0,0.6,6,400,Lisen&Curate: A platform to facilitate gathering textual evidence for curation of regulation of transcription initiation in bacteria.,,,,,,,,,,,,,,,,,,,,,POSSIBLE BIORESOURCE: Intro language present; Resource type: \bdatabase\b; Resource-style title; Ling analysis positive (score=2)
24457510,,,,,0.703173,1.0,0.4,6,400,Retrieval-based face annotation by weak label regularized local coordinate coding.,,,,,,,,,,,,,,,,,,,,,UNCERTAIN: Resource type: \bdatabase\b; Has URL/availability info; Ling analysis positive (score=1)
30084847,,,,,0.71440405,0.0,0.3,6,400,A database of metazoan cytochrome c oxidase subunit I gene sequences derived from GenBank with CO-ARBitrator.,,,,,,,,,,,,,,,,,,,,,UNCERTAIN: Resource type: \bdatabase\b; Has URL/availability info
22275077,,,,,0.7105618,2.0,0.5499999999999999,6,400,Toward a systems level view of the ECM and related proteins: a framework for the systematic definition and analysis of biological systems.,,,,,,,,,,,,,,,,,,,,,POSSIBLE BIORESOURCE: Strong intro language (2 verbs); Resource type: \bworkflow\b; Ling analysis positive (score=2)
21423723,,,,,0.7168692,2.0,0.6,6,400,Seaweed metabolite database (SWMD): A database of natural compounds from marine algae.,,,,,,,,,,,,,,,,,,,,,POSSIBLE BIORESOURCE: Resource type: \bdatabase\b; Resource-style title; Has URL/availability info; Ling analysis positive (score=2)
23253942,,,,,0.7199682,0.0,0.5,6,400,chemf: A purely functional chemistry toolkit.,,,,,,,,,,,,,,,,,,,,,POSSIBLE BIORESOURCE: Intro language present; Resource type: \bsoftware\b; Resource-style title
32528065,,,,,0.7181786,0.0,0.15,6,400,"The global lake area, climate, and population dataset.",,,,,,,,,,,,,,,,,,,,,UNLIKELY BIORESOURCE: Intro language present
34949163,,,,,0.72199976,2.0,0.85,6,400,GeneTonic: an R/Bioconductor package for streamlining the interpretation of RNA-seq data.,,,,,,,,,,,,,,,,,,,,,LIKELY BIORESOURCE: Intro language present; Resource type: \bsoftware\b; Resource-style title; Has URL/availability info; Novelty emphasized; Ling analysis positive (score=2)
