"extracted_name","extracted_long","baseline_name","baseline_full","edit_distance","contains","long_sim","match_type","score","confidence"
"Anti-CRISPRdb","Anti-CRISPR Protein Database","prdb","protein tandem repeat database","9","True","0.7586206896551724","contains, long_sim=0.76","0.8999999999999999","MEDIUM"
"ChloroSSRdb","Chloroplast Simple Sequence Repeat Database","srd","staphylococcal regulatory rna database","8","True","0.7407407407407407","contains, long_sim=0.74","0.8999999999999999","MEDIUM"
"SLTChemDB","Smokeless Tobacco Chemical Database","emdb","electron microscopy data bank","5","True","0.71875","contains, long_sim=0.72","0.8999999999999999","MEDIUM"
"AR Database","Androgen Receptor Gene Mutations Database","salinity tolerant poplar database","salinity tolerant poplar database","22","True","0.7027027027027027","contains, long_sim=0.70","0.8999999999999999","MEDIUM"
"URS DataBase","URS DataBase","database","database","4","True","0.8","contains, long_sim=0.80","0.8999999999999999","MEDIUM"
"CardioGenBase","Cardiovascular Genomics Database","card","comprehensive antibiotic resistance database","9","True","0.7105263157894737","contains, long_sim=0.71","0.8999999999999999","MEDIUM"
"Clostridium-DT(DB)","Clostridium Drug Target Database","rid","retrovirus integration database","15","True","0.7619047619047619","contains, long_sim=0.76","0.8999999999999999","MEDIUM"
"EpiGeNet","genetic and epigenetic events graph database","gametogenesis epigenetic modification database","gametogenesis epigenetic modification database","38","True","0.8","contains, long_sim=0.80","0.8999999999999999","MEDIUM"
"PacTrac","Pacific Tracker Diet and Physical Activity Assessment Tool","rac","repository of antibiotic resistance cassettes","4","True","0.7572815533980582","contains, long_sim=0.76","0.8999999999999999","MEDIUM"
"GWAS Catalog","Genome-Wide Association Studies Catalog","cata","chromatin accessibility database","8","True","0.704225352112676","contains, long_sim=0.70","0.8999999999999999","MEDIUM"
"CKB","Cyanobacterial KnowledgeBase","funseckb","fungal secretome knowledgebase","5","True","0.7586206896551724","contains, long_sim=0.76","0.8999999999999999","MEDIUM"
"Virus Database","Virus Database","database","database","6","True","0.7272727272727273","contains, long_sim=0.73","0.8999999999999999","MEDIUM"
"TraceBase","Forensic Trace Analysis Database","rac","repository of antibiotic resistance cassettes","6","True","0.7012987012987013","contains, long_sim=0.70","0.8999999999999999","MEDIUM"
"Open TG-GATEs","Toxicogenomics Database","gat","gene-set activity toolbox","10","True","0.7083333333333334","contains, long_sim=0.71","0.8999999999999999","MEDIUM"
"Dynameomics","Dynamic Proteome Database","yna","yeast nucleosome atlas","8","True","0.723404255319149","contains, long_sim=0.72","0.8999999999999999","MEDIUM"
"ECG-ViEW II","Electrocardiogram Visualization and Analysis Database","ecg-view","electrocardiogram vigilance with electronic data warehouse ii","3","True","0.7192982456140351","contains, long_sim=0.72","0.8999999999999999","MEDIUM"
"NGS Catalog","Next Generation Sequencing Studies Catalog","ngs","next generation sequencing catalog","8","True","0.8947368421052632","contains, long_sim=0.89","0.8999999999999999","MEDIUM"
"Japan Monkey Centre Primates Brain Imaging Repository","Japan Monkey Centre Primates Brain Imaging Repository","rain","rna-protein association and interaction networks","49","True","0.7326732673267327","contains, long_sim=0.73","0.8999999999999999","MEDIUM"
"se-atlas","health service information platform for rare diseases","atlas","altered tcr ligand affinities and structures","3","True","0.7216494845360825","contains, long_sim=0.72","0.8999999999999999","MEDIUM"
"FUSION","Functional Signature Ontology Map","fusiongdb","fusion gene annotation database","3","True","0.71875","contains, long_sim=0.72","0.8999999999999999","MEDIUM"
"ECO IARC","European Cancer Observatory","eco","european cancer observatory","5","True","1.0","contains, long_sim=1.00","0.8999999999999999","MEDIUM"
"cBinderDB","Covalent Binding Agent Database","bind","biomolecular interaction network database","5","True","0.7222222222222222","contains, long_sim=0.72","0.8999999999999999","MEDIUM"
"RTR","Rat Transcriptome Resource","cicertransdb","cicer transcription factor database","9","True","0.7213114754098361","contains, long_sim=0.72","0.8999999999999999","MEDIUM"
"MycoDB","Mycorrhizal Response Database","cod","crystallography open database","3","True","0.7931034482758621","contains, long_sim=0.79","0.8999999999999999","MEDIUM"
"Tenuipalpidae Database","Tenuipalpidae Mite Database","pid","plant intron database","19","True","0.7083333333333334","contains, long_sim=0.71","0.8999999999999999","MEDIUM"
"TEX86 surface sediment database","TEX86 Surface Sediment Database","ment","methylation and expression database of","27","True","0.7536231884057971","contains, long_sim=0.75","0.8999999999999999","MEDIUM"
"UNC-Wisconsin Rhesus Macaque Neurodevelopment Database","UNC-Wisconsin Rhesus Macaque Neurodevelopment Database","ment","methylation and expression database of","50","True","0.7391304347826086","contains, long_sim=0.74","0.8999999999999999","MEDIUM"
"GWAS Catalog","Genome-Wide Association Study Catalog","cata","chromatin accessibility database","8","True","0.7246376811594203","contains, long_sim=0.72","0.8999999999999999","MEDIUM"
"DENVirDB","Dengue Virus Database","ird","influenza research database","5","True","0.7083333333333334","contains, long_sim=0.71","0.8999999999999999","MEDIUM"
"HColonDB","Human Colon Cancer Database","ndb","nucleome data bank","5","True","0.7555555555555555","contains, long_sim=0.76","0.8999999999999999","MEDIUM"
"PreMedKB","Precision Medicine Knowledgebase","edk","editome-disease knowledgebase","5","True","0.7540983606557377","contains, long_sim=0.75","0.8999999999999999","MEDIUM"
"zfRegeneration","zebrafish Regeneration","regene","regeneration gene database","8","True","0.7083333333333334","contains, long_sim=0.71","0.8999999999999999","MEDIUM"
"MaCPepDB","Mass-Centric Peptide Database","epd","eukaryotic promoter database","5","True","0.7017543859649122","contains, long_sim=0.70","0.8999999999999999","MEDIUM"
"MultiDomainBenchmark","Multi-Domain Database Suite","hma","human metabolic atlas","17","True","0.75","contains, long_sim=0.75","0.8999999999999999","MEDIUM"
"PredictiveNetworks","Predictive Gene Networks","red","rice expression database","15","True","0.7083333333333334","contains, long_sim=0.71","0.8999999999999999","MEDIUM"
"PrecocityDB","Precocious Puberty Database","eco","european cancer observatory","8","True","0.7407407407407407","contains, long_sim=0.74","0.8999999999999999","MEDIUM"
"RadishGD","Radish Genome Database","hgd","hymenoptera genome database","5","True","0.7755102040816326","contains, long_sim=0.78","0.8999999999999999","MEDIUM"
"FragSAD","Fragment Species Abundance Database","gsad","genome size in asteraceae database","3","True","0.8115942028985508","contains, long_sim=0.81","0.8999999999999999","MEDIUM"
"RiceAtlas","Global Rice Calendar and Production Database","atlas","altered tcr ligand affinities and structures","4","True","0.7272727272727273","contains, long_sim=0.73","0.8999999999999999","MEDIUM"
"dreamBase","DNA RNA and Epigenomics Associated Modules Base","dream","drug response gene expression associated map","4","True","0.7692307692307693","contains, long_sim=0.77","0.8999999999999999","MEDIUM"
"MINTbase","Mitochondrial and Nuclear tRNA fragment base","mint","molecular interaction database","4","True","0.8108108108108109","contains, long_sim=0.81","0.8999999999999999","MEDIUM"
"NGS-Trex","Next Generation Sequencing Transcriptome Profile Explorer","ngs","next generation sequencing catalog","5","True","0.7032967032967034","contains, long_sim=0.70","0.8999999999999999","MEDIUM"
"FeptideDB","Food-derived bioactive peptide Database","ptid","pesticide-target interaction database","5","True","0.7105263157894737","contains, long_sim=0.71","0.8999999999999999","MEDIUM"
"Mouse Genomes Project","Mouse Genomes Project","the mouse genomes project","the mouse genomes project","4","True","0.9130434782608695","contains, long_sim=0.91","0.8999999999999999","MEDIUM"
"Organ System Heterogeneity DB","Organ System Heterogeneity Database","organ system heterogeneity","organ system heterogeneity","3","True","0.8524590163934426","contains, long_sim=0.85","0.8999999999999999","MEDIUM"
"FrequencyMap","Vibrational Spectroscopic Map","map","microrna analysis portal","9","True","0.7169811320754716","contains, long_sim=0.72","0.8999999999999999","MEDIUM"
"agReg-SNPdb","Agricultural Regulatory SNP Database","greg","the gene regulation graph database","7","True","0.7428571428571429","contains, long_sim=0.74","0.8999999999999999","MEDIUM"
"AniProtDB","Animal Protein Database","otd","oomycete transcriptomics database","6","True","0.7142857142857143","contains, long_sim=0.71","0.8999999999999999","MEDIUM"
"UniBind","Unified Transcription Factor Binding Database","bind","biomolecular interaction network database","3","True","0.7441860465116279","contains, long_sim=0.74","0.8999999999999999","MEDIUM"
"GCM","Global Catalogue of Microorganisms","gcmeta","global catalogue of metagenomics","3","True","0.8787878787878788","contains, long_sim=0.88","0.8999999999999999","MEDIUM"
"ExcellmiRDB","Extracellular miRNA Database","ird","influenza research database","8","True","0.7636363636363637","contains, long_sim=0.76","0.8999999999999999","MEDIUM"
"MiTPeptideDB","Mitochondrial Peptide Database","ptid","pesticide-target interaction database","8","True","0.7164179104477612","contains, long_sim=0.72","0.8999999999999999","MEDIUM"
"GO","Gene Ontology","goc","ontology resource","1","True","0.7333333333333333","contains, long_sim=0.73","0.8999999999999999","HIGH"
"ADReCS-Target","Adverse Drug Reaction Classification System Target","adrecs","adverse drug reaction classification system","7","True","0.9247311827956989","contains, long_sim=0.92","0.8999999999999999","MEDIUM"
"LOVD Euro-WABB","Locus-Specific Diabetes Database","lovd","leiden open-source variation database","10","True","0.7536231884057971","contains, long_sim=0.75","0.8999999999999999","MEDIUM"
"COMPARTMENTS","Protein Subcellular Localization Database","ment","methylation and expression database of","8","True","0.7088607594936709","contains, long_sim=0.71","0.8999999999999999","MEDIUM"
"ChloroMitoSSRDB","Chloroplast and Mitochondrial Simple Sequence Repeat Database","srd","staphylococcal regulatory rna database","12","True","0.7070707070707071","contains, long_sim=0.71","0.8999999999999999","MEDIUM"
"TransAtlasDB","Transcriptome Atlas Database","asd","the allosteric database","9","True","0.7843137254901961","contains, long_sim=0.78","0.8999999999999999","MEDIUM"
"World Spider Trait database","World Spider Trait Database","pid","plant intron database","24","True","0.75","contains, long_sim=0.75","0.8999999999999999","MEDIUM"
"Drosophila Brain Atlas","Drosophila Brain Transcriptome Atlas","rain","rna-protein association and interaction networks","18","True","0.7142857142857143","contains, long_sim=0.71","0.8999999999999999","MEDIUM"
"CapriDB","Capture Print Innovate Database","rid","retrovirus integration database","4","True","0.8064516129032258","contains, long_sim=0.81","0.8999999999999999","MEDIUM"
"HRT Atlas","housekeeping and reference transcripts atlas database","atlas","altered tcr ligand affinities and structures","4","True","0.7628865979381443","contains, long_sim=0.76","0.8999999999999999","MEDIUM"
"NMR Spectral Measurement Database","NMR Spectral Measurement Database","ment","methylation and expression database of","29","True","0.7323943661971831","contains, long_sim=0.73","0.8999999999999999","MEDIUM"
"SecretEPDB","Secreted Effector Protein Database","epd","eukaryotic promoter database","7","True","0.7096774193548387","contains, long_sim=0.71","0.8999999999999999","MEDIUM"
"piRDisease","piRNA Disease Database","ird","influenza research database","7","True","0.7346938775510204","contains, long_sim=0.73","0.8999999999999999","MEDIUM"
"HpeNet","Herbaceous Peony Expression Network","pen","protein-gene expression nexus","3","True","0.75","contains, long_sim=0.75","0.8999999999999999","MEDIUM"
"CBS NIR","CBS Neuroimaging Repository","cbs","conserved regulatory binding sites","4","True","0.7868852459016393","contains, long_sim=0.79","0.8999999999999999","MEDIUM"
"Quantal Risk Assessment Database","Quantal Risk Assessment Database","ment","methylation and expression database of","28","True","0.7142857142857143","contains, long_sim=0.71","0.8999999999999999","MEDIUM"
"ConjuPepDB","Peptide-Drug Conjugate Database","epd","eukaryotic promoter database","7","True","0.711864406779661","contains, long_sim=0.71","0.8999999999999999","MEDIUM"
"MSeqDR mvTool","Mitochondrial Sequence Data Resource Variant Tool","mseqdr","mitochondrial disease sequence data resource","7","True","0.8387096774193549","contains, long_sim=0.84","0.8999999999999999","MEDIUM"
"LANL hemorrhagic fever virus database","LANL hemorrhagic fever virus database","hemorrhagic fever virus database","hemorrhagic fever virus database","5","True","0.927536231884058","contains, long_sim=0.93","0.8999999999999999","MEDIUM"
"RiceRelativesGD","Rice Relatives Genomic Database","sgd","saccharomyces genome database","12","True","0.7333333333333333","contains, long_sim=0.73","0.8999999999999999","MEDIUM"
"Colombia_geometrid","Colombian Geometrid Moth Database","geome","genomic observatories metadatabase","13","True","0.8059701492537313","contains, long_sim=0.81","0.8999999999999999","MEDIUM"
"RefPrimeCouch","Reference Gene Primer Database","eco","european cancer observatory","10","True","0.7017543859649122","contains, long_sim=0.70","0.8999999999999999","MEDIUM"
"Death Domain protein-protein interaction database","Death Domain Protein-Protein Interaction Database","rac","repository of antibiotic resistance cassettes","46","True","0.7659574468085106","contains, long_sim=0.77","0.8999999999999999","MEDIUM"
"SIB","Swiss Institute of Bioinformatics","sidd","","2","False","0.0","edit_dist=2","0.8","HIGH"
"AECD","Antimicrobial-Enzyme Combinations Database","aelp","auditory english lexicon project","2","False","0.6216216216216216","edit_dist=2","0.8","HIGH"
"NoGO","Negative Gene Ontology Database","norm","","2","False","0.0","edit_dist=2","0.8","HIGH"
"mirCoX","miRNA-mRNA Expression Correlations Database","mirex","","2","False","0.0","edit_dist=2","0.8","HIGH"
"IMSR","International Mouse Strain Resource","impc","","2","False","0.0","edit_dist=2","0.8","HIGH"
"PDE3","Prescribable Drugs for Epilepsy Database","pdb","data bank","2","False","0.2857142857142857","edit_dist=2","0.8","HIGH"
"CFDB","Cystic Fibrosis Database","cfgp","comparative fungal genomics platform","2","False","0.5333333333333333","edit_dist=2","0.8","HIGH"
"UCSC","University of California Santa Cruz Genome Browser","ucdb","ulcerative colitis database","2","False","0.6233766233766234","edit_dist=2","0.8","HIGH"
"EmaxDB","Eimeria maxima Database","emdb","electron microscopy data bank","2","False","0.5384615384615384","edit_dist=2","0.8","HIGH"
"TsTKb","Target-Specific Toxicity Knowledgebase","tstmp","","2","False","0.0","edit_dist=2","0.8","HIGH"
"GREAT","Global Resource of EczemA Trials","greg","the gene regulation graph database","2","False","0.6363636363636364","edit_dist=2","0.8","HIGH"
"BioCyc","BioCyc Database Collection","bionic","","2","False","0.0","edit_dist=2","0.8","HIGH"
"TautomerDB","Tautomer Database","tautomeric","tautomeric","2","False","0.5925925925925926","edit_dist=2","0.8","HIGH"
