"pmid","title","has_url","is_false_positive","confidence","reason","consol_agent_agree","consol_is_fp","consol_reason"
"23180791, 25428351, 30395283","OrthoDB: a hierarchical catalog of animal, fungal and bacterial orthologs.","True","N","high","Contains database/repository keyword indicating data resource","Y","",""
"23196988","NURBS: a database of experimental and predicted nuclear receptor binding sites of mouse.","True","N","high","Contains database/repository keyword indicating data resource","Y","",""
"25990557","DSigDB: drug signatures database for gene set analysis.","True","N","high","Contains database/repository keyword indicating data resource","Y","",""
"32550548, 34530999","VitiVar: A locus specific database of vitiligo associated genes and variations.","True","N","high","Contains database/repository keyword indicating data resource","Y","",""
"33080028","Peryton: a manual collection of experimentally supported microbe-disease associations.","True","N","high","Contains database/repository keyword indicating data resource","Y","",""
"30266409","PlaD: A Transcriptomics Database for Plant Defense Responses to Pathogens, Providing New Insights into Plant Immune System.","True","N","high","Contains database/repository keyword indicating data resource","Y","",""
"24312499","PaGenBase: a pattern gene database for the global and dynamic understanding of gene function.","True","N","high","Contains database/repository keyword indicating data resource","Y","",""
"32620074","TeaCoN: a database of gene co-expression network for tea plant (Camellia sinensis).","True","N","high","Contains database/repository keyword indicating data resource","Y","",""
"29316788","SynBioHub: A Standards-Enabled Design Repository for Synthetic Biology.","True","N","high","Contains database/repository keyword indicating data resource","Y","",""
"21930248","HCVpro: hepatitis C virus protein interaction database.","True","N","high","Contains database/repository keyword indicating data resource","Y","",""
"23175606","WholeCellKB: model organism databases for comprehensive whole-cell models.","True","N","high","Contains database/repository keyword indicating data resource","Y","",""
"25030112","DBSecSys: a database of Burkholderia mallei secretion systems.","True","N","high","Contains database/repository keyword indicating data resource","Y","",""
"31404401","miRDRN-miRNA disease regulatory network: a tool for exploring disease and tissue-specific microRNA regulatory networks.","True","Y","medium","Methodology/tool paper despite having URL","Y","",""
"23448274","PASmiR: a literature-curated database for miRNA molecular regulation in plant response to abiotic stress.","True","N","high","Contains database/repository keyword indicating data resource","Y","",""
"29385418","DIBS: a repository of disordered binding sites mediating interactions with ordered proteins.","True","N","high","Contains database/repository keyword indicating data resource","Y","",""
"23071556","MK4MDD: a multi-level knowledge base and analysis platform for major depressive disorder.","True","Y","medium","Methodology/tool paper despite having URL","N","N","Title contains database/resource keyword indicating data collection"
"28974472","Stress2TF: a manually curated database of TF regulation in plant response to stress.","True","N","high","Contains database/repository keyword indicating data resource","Y","",""
"24344970","CVDHD: a cardiovascular disease herbal database for drug discovery and network pharmacology.","True","N","high","Contains database/repository keyword indicating data resource","Y","",""
"22545773","MASiVEdb: the Sirevirus Plant Retrotransposon Database.","True","N","high","Contains database/repository keyword indicating data resource","Y","",""
"27153700","dbDSM: a manually curated database for deleterious synonymous mutations.","True","N","high","Contains database/repository keyword indicating data resource","Y","",""
"27472917","CicerTransDB 1.0: a resource for expression and functional study of chickpea transcription factors.","True","N","high","Contains database/repository keyword indicating data resource","Y","",""
"31210271","Chickspress: a resource for chicken gene expression.","True","N","high","Contains database/repository keyword indicating data resource","Y","",""
"22363733","PrionHome: a database of prions and other sequences relevant to prion phenomena.","True","N","high","Contains database/repository keyword indicating data resource","Y","",""
"25399418, 28881964, 29106550","The OMA orthology database in 2015: function predictions, better plant support, synteny view and other improvements.","True","N","high","Contains database/repository keyword indicating data resource","Y","",""
"24194598, 26531826, 29140473, 29253085, 31701148","JASPAR 2014: an extensively expanded and updated open-access database of transcription factor binding profiles.","True","N","high","Contains database/repository keyword indicating data resource","Y","",""
"31494246","SliceIt: A genome-wide resource and visualization tool to design CRISPR/Cas9 screens for editing protein-RNA interaction sites in the human genome.","True","N","high","Contains database/repository keyword indicating data resource","Y","",""
"34113986","Tfcancer: a manually curated database of transcription factors associated with human cancers.","True","N","high","Contains database/repository keyword indicating data resource","Y","",""
"24165882","YeastNet v3: a public database of data-specific and integrated functional gene networks for Saccharomyces cerevisiae.","True","N","high","Contains database/repository keyword indicating data resource","Y","",""
"25477388","BioAssay Research Database (BARD): chemical biology and probe-development enabled by structured metadata and result types.","True","N","high","Contains database/repository keyword indicating data resource","Y","",""
"24618344","Drug2Gene: an exhaustive resource to explore effectively the drug-target relation network.","True","N","high","Contains database/repository keyword indicating data resource","Y","",""
"31797632","PGxMine: Text mining for curation of PharmGKB.","True","Y","low","Unclear from title but likely not a primary data resource","N","N","Has URL and no strong FP indicators"
"26590402","EffectiveDB--updates and novel features for a better annotation of bacterial secreted proteins and Type III, IV, VI secretion systems.","True","N","high","Contains database/repository keyword indicating data resource","Y","",""
"29036655","MFIB: a repository of protein complexes with mutual folding induced by binding.","True","N","high","Contains database/repository keyword indicating data resource","Y","",""
"22120663","INOH: ontology-based highly structured database of signal transduction pathways.","True","N","high","Contains database/repository keyword indicating data resource","Y","",""
"27337171","TarNet: An Evidence-Based Database for Natural Medicine Research.","True","N","high","Contains database/repository keyword indicating data resource","Y","",""
"27102089","Gene-set activity toolbox (GAT): A platform for microarray-based cancer diagnosis using an integrative gene-set analysis approach.","True","Y","medium","Methodology/tool paper despite having URL","N","N","Has URL and no strong FP indicators"
"25301850","PDB-wide collection of binding data: current status of the PDBbind database.","True","N","high","Contains database/repository keyword indicating data resource","Y","",""
"28454513","MYCbase: a database of functional sites and biochemical properties of Myc in both normal and cancer cells.","True","N","high","Contains database/repository keyword indicating data resource","Y","",""
