pmid,title,has_url,is_false_positive,confidence,reason,database_name,long_database_name,chunk,already_seen,in_baseline,resource_url
28187156,KrillDB: A de novo transcriptome database for the Antarctic krill (Euphausia superba).,False,N,high,DB suffix + 'database' keyword for transcriptome data,KrillDB,Antarctic Krill Transcriptome Database,12,N,N,
26543854,OperomeDB: A Database of Condition-Specific Transcription Units in Prokaryotic Genomes.,False,N,high,DB suffix + 'database' keyword for transcription units,OperomeDB,Operon Database,12,N,N,
32239516,FungalRoot: global online database of plant mycorrhizal associations.,False,N,high,"""'Database' keyword, stores mycorrhizal association data""",FungalRoot,Fungal Root Mycorrhizal Association Database,12,N,N,
33241205,scREAD: A Single-Cell RNA-Seq Database for Alzheimer's Disease.,False,N,high,"""'Database' keyword, stores RNA-Seq data""",scREAD,Single-Cell RNA-Seq Alzheimer's Disease Database,12,N,N,
23894104,BioFNet: biological functional network database for analysis and synthesis of biological systems.,False,N,high,"""'Database' keyword, stores biological network data""",BioFNet,Biological Functional Network Database,12,N,N,
25494511,CID2013: a database for evaluating no-reference image quality assessment algorithms.,False,N,high,"""'Database' keyword, stores image data for benchmarking""",CID2013,Cambridge Image Database 2013,12,N,N,
33822034,PopAmaranth: a population genetic genome browser for grain amaranths and their wild relatives.,False,N,high,Genome browser that houses population genetic data,PopAmaranth,Population Amaranth Genome Browser,12,N,N,
32983559,Towards a unified Latin American Natural Products Database: LANaPD.,False,N,medium,"""Working toward database (LANaPD), 'Database' keyword""",LANaPD,Latin American Natural Products Database,12,N,N,
24498877,PrionScan: an online database of predicted prion domains in complete proteomes.,False,N,high,"""'Database' keyword, stores prion domain predictions""",PrionScan,Prion Domain Prediction Database,12,N,N,
22285564,SynaptomeDB: an ontology-based knowledgebase for synaptic genes.,False,N,high,DB suffix + knowledgebase for synaptic gene data,SynaptomeDB,Synaptome Database,12,N,N,
30489670,WIKISTIM.org: An On-Line Database of Published Neurostimulation Studies.,False,N,high,"""'Database' keyword, stores neurostimulation study data""",WIKISTIM,Neurostimulation Studies Database,12,N,N,
31475827,Common Repository of FBS Proteins (cRFP) To Be Added to a Search Database for Mass Spectrometric Analysis of Cell Secretome.,False,N,high,"""'Repository' keyword, stores FBS protein data for mass spec""",cRFP,Common Repository of Fetal Bovine Serum Proteins,12,N,N,
33231675,SSNOMBACTER: A collection of scattering-type scanning near-field optical microscopy and atomic force microscopy images of bacterial cells.,False,N,high,"""'Collection' of microscopy images, curated image data""",SSNOMBACTER,Scanning Near-field Optical Microscopy of Bacterial Cells,12,N,N,
33317063,DetR DB: A Database of Ionizing Radiation Resistance Determinants.,False,N,high,DB suffix + 'database' keyword for radiation resistance data,DetR DB,Determinants of Radiation Resistance Database,12,N,N,
31414118,PICEAdatabase: a web database for Picea omics and phenotypic information.,False,N,high,"""'Database' keyword twice, stores Picea data""",PICEAdatabase,Picea Omics and Phenotypic Database,12,N,N,
27114494,CoReCG: a comprehensive database of genes associated with colon-rectal cancer.,False,N,high,"""'Database' keyword, stores cancer gene data""",CoReCG,Colon-Rectal Cancer Gene Database,12,N,N,
25580689,"""The Lectin Frontier Database (LfDB), and data generation based on frontal affinity chromatography.""",False,N,high,DB suffix + 'database' keyword for lectin data,LfDB,Lectin Frontier Database,12,N,N,
26671609,DANIO-CODE: Toward an Encyclopedia of DNA Elements in Zebrafish.,False,N,medium,"""'Encyclopedia' keyword indicates curated data collection, toward building it""",DANIO-CODE,Zebrafish DNA Elements Encyclopedia,12,N,N,
30558550,DAWN: a resource for yielding insights into the diversity among wheat genomes.,False,N,high,"""'Resource' for wheat genome data, houses genomic diversity data""",DAWN,Diversity Among Wheat geNomes,12,N,N,
27148361,PPARgene: A Database of Experimentally Verified and Computationally Predicted PPAR Target Genes.,False,N,high,"""'Database' keyword, stores PPAR target gene data""",PPARgene,PPAR Target Gene Database,12,N,N,
30958698,Plant-GQ: An Integrative Database of G-Quadruplex in Plant.,False,N,high,"""'Database' keyword, stores plant G-quadruplex data""",Plant-GQ,Plant G-Quadruplex Database,12,N,N,
34397420,HDinHD: A Rich Data Portal for Huntington's Disease Research.,False,N,high,"""'Data Portal' houses Huntington's disease research data""",HDinHD,Huntington's Disease Data Portal,12,N,N,
34895295,ChemTables: a dataset for semantic classification on tables in chemical patents.,False,N,high,"""'Dataset' keyword, curated collection of chemical patent tables""",ChemTables,Chemical Patent Tables Dataset,12,N,N,
34764987,GeneMarkeR: A Database and User Interface for scRNA-seq Marker Genes.,False,N,high,"""'Database' keyword, stores marker gene data""",GeneMarkeR,Gene Marker Database,12,N,N,
25009514,Food-pics: an image database for experimental research on eating and appetite.,False,N,high,"""'Database' keyword, stores food image data""",Food-pics,Food Picture Database,12,N,N,
22697361,The barley EST DNA Replication and Repair Database (bEST-DRRD) as a tool for the identification of the genes involved in DNA replication and repair.,False,N,high,"""'Database' keyword in name, stores barley EST data""",bEST-DRRD,Barley EST DNA Replication and Repair Database,12,N,N,
31608376,RumimiR: a detailed microRNA database focused on ruminant species.,False,N,high,"""'Database' keyword, stores ruminant miRNA data""",RumimiR,Ruminant MicroRNA Database,12,N,N,
29574976,Database for High Throughput Screening Hits (dHITS): a simple tool to retrieve gene specific phenotypes from systematic screens done in yeast.,False,N,high,"""'Database' keyword in name, stores screening hit data""",dHITS,Database for High Throughput Screening Hits,12,N,N,
33961119,IND-enzymes: a repository for hydrolytic enzymes derived from thermophilic and psychrophilic bacterial species with potential industrial usage.,False,N,high,"""'Repository' keyword, stores enzyme data""",IND-enzymes,Industrial Enzymes Repository,12,N,N,
26790568,Carbon dynamics of mature and regrowth tropical forests derived from a pantropical database (TropForC-db).,False,N,high,DB suffix + derived from database indicates data collection,TropForC-db,Tropical Forest Carbon Database,12,N,N,
26775705,CSGene: a literature-based database for cell senescence genes and its application to identify critical cell aging pathways and associated diseases.,False,N,high,"""'Database' keyword, stores cell senescence gene data""",CSGene,Cell Senescence Gene Database,12,N,N,
25873244,The CPTAC Data Portal: A Resource for Cancer Proteomics Research.,False,N,high,"""'Data Portal' + 'Resource', houses cancer proteomics data""",CPTAC,Clinical Proteomic Tumor Analysis Consortium Data Portal,12,N,N,
32491943,"""FakeNewsNet: A Data Repository with News Content, Social Context, and Spatiotemporal Information for Studying Fake News on Social Media.""",False,N,high,"""'Data Repository' keyword, stores news data for research""",FakeNewsNet,Fake News Network Data Repository,12,N,N,
29533392,"""GlobTherm, a global database on thermal tolerances for aquatic and terrestrial organisms.""",False,N,high,"""'Database' keyword, stores thermal tolerance data""",GlobTherm,Global Thermal Tolerance Database,12,N,N,
27796069,varver: a database of microsatellite variation in vertebrates.,False,N,high,"""'Database' keyword, stores microsatellite variation data""",varver,Vertebrate Microsatellite Variation Database,12,N,N,
32611382,Loqusdb: added value of an observations database of local genomic variation.,False,N,high,"""'Database' keyword in title, stores genomic variation observations""",Loqusdb,Local Observations Quantitative Database,12,N,N,
25063298,The multiMiR R package and database: integration of microRNA-target interactions along with their disease and drug associations.,False,N,high,"""'Database' keyword in title, stores miRNA interaction data""",multiMiR,Multiple MicroRNA Database,12,N,N,
27078110,"""Immuno-Navigator, a batch-corrected coexpression database, reveals cell type-specific gene networks in the immune system.""",False,N,high,"""'Database' keyword, stores coexpression data""",Immuno-Navigator,Immune System Coexpression Database,12,N,N,
28873253,"""TomExpress, a unified tomato RNA-Seq platform for visualization of expression data, clustering and correlation networks.""",False,N,high,Platform that houses tomato RNA-Seq expression data,TomExpress,Tomato Expression Database,12,N,N,
30147039,Samply.MDR - A Metadata Repository and Its Application in Various Research Networks.,False,N,high,"""'Metadata Repository' keyword, stores metadata""",Samply.MDR,Sample Metadata Repository,12,N,N,
24199845,SPIEDw: a searchable platform-independent expression database web tool.,False,N,high,"""'Database' keyword, searchable expression data platform""",SPIEDw,Searchable Platform-Independent Expression Database Web Tool,12,N,N,
"""22684505"," 25969450"",""IMP: a multi-species functional genomics portal for integration, visualization and prediction of protein functions and networks.""",True,N,high,Portal that houses functional genomics data,IMP,Integrated Multi-species Prediction Portal,12,N,N,
23368899,SymGRASS: a database of sugarcane orthologous genes involved in arbuscular mycorrhiza and root nodule symbiosis.,False,N,high,"""'Database' keyword, stores sugarcane gene data""",SymGRASS,Symbiosis Genes in Grasses Database,12,N,N,
21466708,dbOGAP - an integrated bioinformatics resource for protein O-GlcNAcylation.,False,N,high,DB prefix + 'resource' for protein modification data,dbOGAP,O-GlcNAcylation Database,12,N,N,
30246068,"""PhytoMolecularTasteDB: An integrative database on the """"molecular taste"""" of Indian medicinal plants.""",False,N,high,"""DB suffix + 'database' keyword, stores plant molecular data""",PhytoMolecularTasteDB,Phytochemical Molecular Taste Database,12,N,N,
28636001,WatAA: Atlas of Protein Hydration. Exploring synergies between data mining and ab initio calculations.,False,N,high,"""'Atlas' keyword, curated protein hydration data collection""",WatAA,Water and Amino Acid Atlas,12,N,N,
30032488,DVH Analytics: A DVH database for clinicians and researchers.,False,N,high,"""'Database' keyword, stores dose-volume histogram data""",DVH Analytics,Dose-Volume Histogram Analytics Database,12,N,N,
34720637,"""Biovera-Epi: A new database on species diversity, community composition and leaf functional traits of vascular epiphytes along gradients of elevation and forest-use intensity in Mexico.""",False,N,high,"""'Database' keyword, stores species diversity data""",Biovera-Epi,Biodiversity of Vascular Epiphytes Database,12,N,N,
22178513,CattleTickBase: an integrated Internet-based bioinformatics resource for Rhipicephalus (Boophilus) microplus.,False,N,high,Base suffix + 'resource' for cattle tick data,CattleTickBase,Cattle Tick Bioinformatics Database,12,N,N,
23896518,PepBind: a comprehensive database and computational tool for analysis of protein-peptide interactions.,False,N,high,"""'Database' keyword, stores protein-peptide interaction data""",PepBind,Protein-Peptide Binding Database,12,N,N,
25736385,HemOnc.org: A Collaborative Online Knowledge Platform for Oncology Professionals.,False,N,high,"""'Knowledge Platform' houses oncology treatment data, collaborative database""",HemOnc.org,Hematology Oncology Knowledge Platform,12,N,N,
30971448,Gcorn Plant: A Database for Retrieving Functional and Evolutionary Traits of Plant Genes.,False,N,high,"""'Database' keyword, stores plant gene trait data""",Gcorn Plant,Gene Co-occurrence Network Plant Database,12,N,N,
31628326,"""QM-sym, a symmetrized quantum chemistry database of 135 kilo molecules.""",False,N,high,"""'Database' keyword, stores quantum chemistry data""",QM-sym,Quantum Mechanics Symmetrized Database,12,N,N,
