"extracted_name","extracted_long","extracted_url","baseline_name","baseline_long","baseline_url","score","signals","signal_count","edit_distance","same_domain","confidence","is_match","review_flags","conflict_resolved"
"LenVarDB","LenVarDB","http://caps.ncbs.res.in/lenvardb/","LenVarDB","Protein Alignments organized as Structural Superfamilies","http://caps.ncbs.res.in/lenvardb","10.0","EXACT","1","0","True","HIGH","Y","",""
"LepChorionDB","Lepidopteran Chorion Database","http://bioinformatics.biol.uoa.gr/LepChorionDB","LepChorionDB","nan","http://bioinformatics.biol.uoa.gr/LepChorionDB","10.0","EXACT","1","0","True","HIGH","Y","",""
"LeptoDB","LeptoDB","http://leptonet.org.in","LeptoDB","nan","http://leptonet.org.in","10.0","EXACT","1","0","True","HIGH","Y","",""
"LeukmiR","Leukemia microRNA","http://tdb.ccmb.res.in/LeukmiR/","LeukmiR","nan","http://tdb.ccmb.res.in/LeukmiR","10.0","EXACT","1","0","True","HIGH","Y","",""
"LifeMap Discovery","Life Map Discovery Portal","http://discovery.lifemapsc.com","LifeMap Discovery","nan","http://discovery.lifemapsc.com","10.0","EXACT","1","0","True","HIGH","Y","",""
"LigandBox","Ligand Box database","http://ligandbox.protein.osaka-u.ac.jp/ligandbox/","LigandBox","nan","http://ligandbox.protein.osaka-u.ac.jp/ligandbox","10.0","EXACT","1","0","True","HIGH","Y","",""
"Linc2GO","Linc2GO","http://www.bioinfo.tsinghua.edu.cn/~liuke/Linc2GO/index.html","Linc2GO","nan","http://www.bioinfo.tsinghua.edu.cn","10.0","EXACT","1","0","True","HIGH","Y","",""
"LincSNP","Long Intergenic Non-coding SNPs","http://bioinfo.hrbmu.edu.cn/LincSNP","LincSNP","nan","http://bioinfo.hrbmu.edu.cn/LincSNP","10.0","EXACT","1","0","True","HIGH","Y","",""
"LinkProt","Linking Protein database","http://linkprot.cent.uw.edu.pl","LinkProt","nan","http://linkprot.cent.uw.edu.pl","10.0","EXACT","1","0","True","HIGH","Y","",""
"LipidHome","LipidHome database","http://www.ebi.ac.uk/apweiler-srv/lipidhome","LipidHome","nan","http://www.ebi.ac.uk/apweiler-srv/lipidhome","10.0","EXACT","1","0","True","HIGH","Y","",""
"LipidPedia","Lipid encyclopedia","http://lipidpedia.cmdm.tw","LipidPedia","nan","http://lipidpedia.cmdm.tw","10.0","EXACT","1","0","True","HIGH","Y","",""
"ListeriaBase","Listeria Base","http://listeria.um.edu.my","ListeriaBase","nan","http://listeria.um.edu.my","10.0","EXACT","1","0","True","HIGH","Y","",""
"LitCovid","Literature COVID-19","https://www.ncbi.nlm.nih.gov/research/coronavirus/","LitCovid","nan","http://www.ncbi.nlm.nih.gov/research/coronavirus","10.0","EXACT","1","0","True","HIGH","Y","",""
"LiverAtlas","Liver Atlas","http://liveratlas.hupo.org.cn","LiverAtlas","nan","http://liveratlas.hupo.org.cn","10.0","EXACT","1","0","True","HIGH","Y","",""
"LiverWiki","Liver Wiki","http://liverwiki.hupo.org.cn","LiverWiki","nan","http://liverwiki.hupo.org.cn","10.0","EXACT","1","0","True","HIGH","Y","",""
"Liverome","Liver cancer genome","http://liverome.kobic.re.kr","Liverome","nan","http://liverome.kobic.re.kr","10.0","EXACT","1","0","True","HIGH","Y","",""
"LjGEA","Lotus japonicus Gene Expression Atlas","http://ljgea.noble.org/","LjGEA","Lotus japonicus Gene Expression Atlas","http://ljgea.noble.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"lnCaNet","lnCaNet","http://lncanet.bioinfo-minzhao.org/","LnCaNet","nan","http://lncanet.bioinfo-minzhao.org/Contact","10.0","EXACT","1","0","True","HIGH","Y","",""
"LnCeCell","Long Non-coding RNA ceRNA Cell","http://bio-bigdata.hrbmu.edu.cn/LnCeCell/","LnCeCell","nan","http://www.bio-bigdata.net/LnCeCell/, http://bio-bigdata.hrbmu.edu.cn/LnCeCell","10.0","EXACT","1","0","True","HIGH","Y","",""
"LnCeVar","Long Non-coding RNA ceRNA Variation","http://www.bio-bigdata.net/LnCeVar/","LnCeVar","nan","http://www.bio-bigdata.net/LnCeVar","10.0","EXACT","1","0","True","HIGH","Y","",""
"LnChrom","Long Non-coding RNA Chromatin","http://biocc.hrbmu.edu.cn/LnChrom/","LnChrom","nan","http://biocc.hrbmu.edu.cn/LnChrom","10.0","EXACT","1","0","True","HIGH","Y","",""
"Lnc2Cancer","Long Non-coding RNA to Cancer","http://bio-bigdata.hrbmu.edu.cn/lnc2cancer","Lnc2Cancer","nan","http://www.bio-bigdata.net/lnc2cancer, http://bio-bigdata.hrbmu.edu.cn/lnc2cancer","10.0","EXACT","1","0","True","HIGH","Y","",""
"Lnc2Meth","Lnc2Meth","http://www.bio-bigdata.com/Lnc2Meth/","Lnc2Meth","nan","http://www.bio-bigdata.com/Lnc2Meth","10.0","EXACT","1","0","True","HIGH","Y","",""
"LncACTdb","Long Non-coding RNA Acting as ceRNA Database","http://www.bio-bigdata.net/LncACTdb/","LncACTdb","nan","http://www.bio-bigdata.net/LncACTdb","10.0","EXACT","1","0","True","HIGH","Y","",""
"LncAS2Cancer","Long Non-coding RNA Alternative Splicing to Cancer","https://lncrna2as.cd120.com/","LncAS2Cancer","nan","http://lncrna2as.cd120.com","10.0","EXACT","1","0","True","HIGH","Y","",""
"LncBook","Long Non-coding RNA Book","","LncBook","nan","http://lncrna.big.ac.cn/index.php/Main_Page, http://bigd.big.ac.cn/lncbook","10.0","EXACT","1","0","True","HIGH","Y","",""
"LncCeRBase","LncCeRBase","http://lnccerbase.it1004.com","LncCeRBase","nan","http://lnccerbase.it1004.com","10.0","EXACT","1","0","True","HIGH","Y","",""
"LncExpDB","Long Non-coding RNA Expression Database","https://bigd.big.ac.cn/lncexpdb","LncExpDB","nan","http://bigd.big.ac.cn/lncexpdb","10.0","EXACT","1","0","True","HIGH","Y","",""
"LncRBase","Long Non-coding RNA Base","http://dibresources.jcbose.ac.in/zhumur/lncrbase2/","LncRBase","nan","http://dibresources.jcbose.ac.in/zhumur/lncrbase2","10.0","EXACT","1","0","True","HIGH","Y","",""
"LncRNA2Target","LncRNA to Target database","http://123.59.132.21/lncrna2target","LncRNA2Target","nan","http://123.59.132.21/lncrna2target","10.0","EXACT","1","0","True","HIGH","Y","",""
"LncRNADisease","LncRNA Disease database","http://cmbi.bjmu.edu.cn/lncrnadisease","LncRNADisease","non-coding RNA disease database","http://www.rnanut.net/lncrnadisease","10.0","EXACT","1","0","True","HIGH","Y","",""
"LncReg","LncReg","http://bioinformatics.ustc.edu.cn/lncreg/","LncReg","nan","http://bioinformatics.ustc.edu.cn/lncreg","10.0","EXACT","1","0","True","HIGH","Y","",""
"LncSEA","Long Non-coding RNA Sets and Enrichment Analysis","http://bio.liclab.net/LncSEA/index.php","LncSEA","nan","http://bio.liclab.net/LncSEA/index.php","10.0","EXACT","1","0","True","HIGH","Y","",""
"LncSpA","Long non-coding RNA Spatial Atlas","http://bio-bigdata.hrbmu.edu.cn/LncSpA","LncSpA","nan","http://bio-bigdata.hrbmu.edu.cn/LncSpA","10.0","EXACT","1","0","True","HIGH","Y","",""
"LncTarD","Long Non-coding RNA Target in Disease","http://bio-bigdata.hrbmu.edu.cn/LncTarD","LncTarD","nan","http://biocc.hrbmu.edu.cn/LncTarD/, http://bio-bigdata.hrbmu.edu.cn/LncTarD","10.0","EXACT","1","0","True","HIGH","Y","",""
"LncVar","LncVar","http://bioinfo.ibp.ac.cn/LncVar","LncVar","nan","http://bioinfo.ibp.ac.cn/LncVar","10.0","EXACT","1","0","True","HIGH","Y","",""
"LoQAtE","LoQAtE","http://www.weizmann.ac.il/molgen/loqate/","LoQAtE","Localizaiton and Quantitation Atlas of the yeast proteomE","http://www.weizmann.ac.il/molgen/loqate","10.0","EXACT","1","0","True","HIGH","Y","",""
"LocSigDB","Localization Signal Database","http://genome.unmc.edu/LocSigDB/","LocSigDB","nan","http://genome.unmc.edu/LocSigDB","10.0","EXACT","1","0","True","HIGH","Y","",""
"LongevityMap","Longevity Map database","http://genomics.senescence.info/longevity/","LongevityMap","nan","http://genomics.senescence.info/longevity","10.0","EXACT","1","0","True","HIGH","Y","",""
"Lotus Base","Lotus japonicus Information Portal","https://lotus.au.dk","Lotus Base","nan","http://lotus.au.dk","10.0","EXACT","1","0","True","HIGH","Y","",""
"LuluDB","Lupinus luteus Database","http://luluseqdb.umk.pl/basic/web/index.php","LuluDB","nan","http://luluseqdb.umk.pl/basic/web/index.php","10.0","EXACT","1","0","True","HIGH","Y","",""
"LymPHOS","LymPHOS","http://www.lymphos.org","LymPHOS","nan","http://www.lymphos.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"Lynx","Lynx Database","http://lynx.ci.uchicago.edu","Lynx","nan","http://lynx.ci.uchicago.edu","10.0","EXACT","1","0","True","HIGH","Y","",""
"M6ADD","m6A modification Disease Database","http://m6add.edbc.org/","M6ADD","m6A-diseases database","http://m6add.edbc.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"MACE","Mutation And Chemical response Expression database","http://mace.sookmyung.ac.kr/","MACE","nan","http://mace.sookmyung.ac.kr","10.0","EXACT","1","0","True","HIGH","Y","",""
"MACSNVdb","MACaque SNV database","http://big.cdu.edu.cn/macsnvdb/","MACSNVdb","nan","http://big.cdu.edu.cn/macsnvdb","10.0","EXACT","1","0","True","HIGH","Y","",""
"MAGICdb","Mango Genetic stocks Identification and Characterisation database","http://www.tnaugenomics.com/mango/index.php","MAGICdb","Mango Genetic stocks","http://www.tnaugenomics.com/mango/index.php","10.0","EXACT","1","0","True","HIGH","Y","","True"
"MAHMI","Mechanism of Action of the Human Microbiota","http://mahmi.org/","MAHMI","Mechanism of Action of the Human Microbiome","http://www.mahmi.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"MANET","Metabolic Network Evolution Tool","http://manet.illinois.edu","MANET","metabolic Molecular Ancestry Networks","http://manet.illinois.edu","10.0","EXACT","1","0","True","HIGH","Y","",""
"Mantra","Mode of Action by NeTwoRk Analysis","http://mantra.tigem.it","MANTRA","nan","http://mantra.tigem.it","10.0","EXACT","1","0","True","HIGH","Y","",""
"MAP","MicroRNA Analysis Portal","http://map-search.gdb.tools/","MAP","microRNA Analysis Portal","http://stablab.uniroma2.it/MAP","10.0","EXACT","1","0","True","HIGH","Y","",""
"MAPS","Medicinal plant Activities Phytochemical and Structural Database","http://www.mapsdatabase.com","MAPS","Medicinal plant Activities","http://www.mapsdatabase.com","10.0","EXACT","1","0","True","HIGH","Y","",""
"MAPslnc","Medicinal and Aromatic Plant Long Non-coding RNAs","https://lncrnapipe.cimap.res.in","MAPslnc","nan","http://lncrnapipe.cimap.res.in","10.0","EXACT","1","0","True","HIGH","Y","",""
"MARDy","MARDy","http://www.mardy.net","MARDy","Mycology Antifungal Resistance Database","http://www.mardy.net","10.0","EXACT","1","0","True","HIGH","Y","",""
"MASCP gator","Arabidopsis Proteomic Aggregation Portal","http://gator.masc-proteomics.org/","MASCP Gator","nan","http://gator.masc-proteomics.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"MASI","Microbiota-Active Substance Interactions","http://www.aiddlab.com/MASI","MASI","microbiota-active substance interactions database","http://www.aiddlab.com/MASI","10.0","EXACT","1","0","True","HIGH","Y","",""
"MASiVEdb","MAST Sirevirus Elements Database","http://bat.infspire.org/databases/masivedb/","MASiVEdb","Mapping and Analysis of SireVirus Elements Database","http://bat.infspire.org/databases/masivedb","10.0","EXACT","1","0","True","HIGH","Y","",""
"MADB","Mammalian Annotation Database","https://madb.ethz.ch","MAdb","Mammalian Annotation Database tool","http://madb.ethz.ch","10.0","EXACT","1","0","True","HIGH","Y","",""
"MBGD","Microbial Genome Database","http://mbgd.genome.ad.jp/","MBGD","microbial genome database for comparative analysis","http://mbgd.genome.ad.jp","10.0","EXACT","1","0","True","HIGH","Y","",""
"MCDB","Mitotic Catastrophe DataBase","http://www.combio-lezhang.online/MCDB/index_html/","MCDB","Mitotic Catastrophe Database","http://www.combio-lezhang.online/MCDB/index_html","10.0","EXACT","1","0","True","HIGH","Y","",""
"MCENet","Maize Conditional Expression Network","http://bioinformatics.cau.edu.cn/MCENet/","MCENet","nan","http://bioinformatics.cau.edu.cn/MCENet","10.0","EXACT","1","0","True","HIGH","Y","",""
"MCGD","Maize Cell Genomics Database","http://maize.jcvi.org/cellgenomics","MCG","Maize Cell Genomics","http://maize.jcvi.org/cellgenomics","3.15","SAME_DOMAIN_SPECIFIC, EDIT_DIST_1, URL_SIM_1.00, LONG_SIM_0.81","4","1","True","HIGH","Y","",""
"MCPdb","MicroCompartment Protein database","https://mcpdb.mbi.ucla.edu/","MCPdb","The bacterial microcompartment database","http://mcpdb.mbi.ucla.edu","10.0","EXACT","1","0","True","HIGH","Y","",""
"MD-CTS","Medical Terminology Reference","http://spellchecker.mfldclin.edu/","MD-CTS","of Clinical and","http://spellchecker.mfldclin.edu","10.0","EXACT","1","0","True","HIGH","Y","",""
"MDP","Multi-omics Drug Profiling database","http://mdp.unimore.it","MDP","and Drugs Portal","http://mdp.unimore.it","10.0","EXACT","1","0","True","HIGH","Y","",""
"MDR","Methylation Database for Rosaceae","http://mdr.xieslab.org","MDR","nan","http://mdr.xieslab.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"MEGADOCK-Web","MEGADOCK Web database","http://www.bi.cs.titech.ac.jp/megadock-web/","MEGADOCK","nan","http://www.bi.cs.titech.ac.jp/megadock-web","2.05","SAME_DOMAIN_GENERIC, CONTAINS_0.8, URL_SIM_1.00","3","4","True","HIGH","Y","GENERIC_DOMAIN, THRESHOLD_EDGE",""
"MEGALEX","MEGALEX database","https://sedufau.shinyapps.io/megalex/","MEGALEX","nan","http://sedufau.shinyapps.io/megalex","10.0","EXACT","1","0","True","HIGH","Y","",""
"MEGARes","MEGA Resistance","https://megares.meglab.org","MEGARes","nan","http://megares.meglab.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"MENDA","MENDA","http://menda.cqmu.edu.cn:8080/index.php","MENDA","nan","http://menda.cqmu.edu.cn:8080/index.php","10.0","EXACT","1","0","True","HIGH","Y","",""
"MENSAdb","MENSAdb","http://www.moreiralab.com/resources/mensadb","MENSAdb","MEmbrane protein dimer Novel Structure Analyser database","http://www.moreiralab.com/resources/mensadb","10.0","EXACT","1","0","True","HIGH","Y","",""
"MENT","MENT","http://mgrc.kribb.re.kr:8080/MENT/","MENT","Methylation and Expression database of","http://mgrc.kribb.re.kr:8080/MENT","10.0","EXACT","1","0","True","HIGH","Y","",""
"MEPD","Medaka Expression Pattern Database","http://mepd.cos.uni-heidelberg.de/","MEPD","Medaka Expression Pattern Database","http://mepd.cos.uni-heidelberg.de","10.0","EXACT","1","0","True","HIGH","Y","",""
"MEROPS","MEROPS","http://www.ebi.ac.uk/merops/","MEROPS","nan","http://www.ebi.ac.uk/merops","10.0","EXACT","1","0","True","HIGH","Y","",""
"MESOCOSM","Mesocosm Database","https://aliayadi.github.io/MESOCOSM-database/","MESOCOSM","nan","http://aliayadi.github.io/MESOCOSM-database","10.0","EXACT","1","0","True","HIGH","Y","",""
"MFIB","Mutual Folding Induced by Binding","http://mfib.enzim.ttk.mta.hu/","MFIB","Mutual Folding Induced by","http://mfib.enzim.ttk.mta.hu","10.0","EXACT","1","0","True","HIGH","Y","",""
"MFMD","Mediterranean Founder Mutation Database","http://mfmd.pasteur.ma","MFMD","Mediterranean Founder Mutation Database","http://mfmd.pasteur.ma","10.0","EXACT","1","0","True","HIGH","Y","",""
"MG-RAST","Metagenomics Rapid Annotation using Subsystem Technology","http://metagenomics.anl.gov","MG-RAST","nan","http://metagenomics.anl.gov","10.0","EXACT","1","0","True","HIGH","Y","",""
"MGA","Mammalian Genome Annotation repository","http://ccg.vital-it.ch/mga/","MGA","Genome","http://ccg.vital-it.ch/mga","10.0","EXACT","1","0","True","HIGH","Y","",""
"MGD","Mouse Genome Database","http://www.informatics.jax.org","MGD","Mouse Genome Database","http://www.informatics.jax.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"MGDB","Melanoma Gene Database","http://ibb.uab.es/mgdb","MGDB","Melanoma Gene Database","http://bioinfo.ahu.edu.cn:8080/Melanoma/index.jsp","10.0","EXACT","1","0","True","HIGH","Y","",""
"MGDD","Moroccan Genetic Disease Database","http://mgdd.pasteur.ma","MGDD","Moroccan Genetic Disease Database","http://mgdd.pasteur.ma","10.0","EXACT","1","0","True","HIGH","Y","",""
"MGEx-Udb","Mammalian Gene Expression Uterus Database","http://resource.ibab.ac.in/MGEx-Udb/","MGEx-Udb","Mammalian Gene Expression Uterus database","http://resource.ibab.ac.in/MGEx-Udb","10.0","EXACT","1","0","True","HIGH","Y","",""
"MGI","Mouse Genome Informatics","http://www.informatics.jax.org/","MGI","Mouse Genome Informatics","http://www.informatics.jax.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"MGPP","Mnemiopsis Genome Project Portal","https://research.nhgri.nih.gov/mnemiopsis/","MGP Portal","Mnemiopsis Genome Project Portal","http://research.nhgri.nih.gov/mnemiopsis","2.05","SAME_DOMAIN_GENERIC, URL_SIM_1.00, LONG_SIM_1.00","3","6","True","HIGH","Y","GENERIC_DOMAIN, THRESHOLD_EDGE",""
"MGnify","Microbiome Analysis Resource","http://www.ebi.ac.uk/metagenomics","MGnify","nan","http://www.ebi.ac.uk/metagenomics","10.0","EXACT","1","0","True","HIGH","Y","",""
"MIBiG","Minimum Information about a Biosynthetic Gene cluster repository","https://mibig.secondarymetabolites.org/","MIBiG","Minimum Information about a Biosynthetic Gene Cluster","http://mibig.secondarymetabolites.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"MICAD","Molecular Imaging and Contrast Agent Database","http://www.micad.nlm.nih.gov","MICAD","Molecular Imaging and","http://www.polyu.edu.hk/bmi/dipp","10.0","EXACT","1","0","True","HIGH","Y","",""
"MICdb","Microsatellite database","http://www.cdfd.org.in/micas","MICdb","nan","http://www.cdfd.org.in/micas","10.0","EXACT","1","0","True","HIGH","Y","",""
"MIK","Male Infertility Knowledgebase","http://mik.bicnirrh.res.in/","MIK","Male Infertility Knowledgebase","http://mik.bicnirrh.res.in","10.0","EXACT","1","0","True","HIGH","Y","",""
"MIKB","Myocardial Infarction Knowledge Base","http://www.sysbio.org.cn/mikb/","MIKB","Myocardial infarction knowledge base","http://www.sysbio.org.cn/mikb","10.0","EXACT","1","0","True","HIGH","Y","",""
"MINAS","MINAS","http://www.minas.uzh.ch","MINAS","Metal Ions in Nucleic AcidS","http://www.minas.uzh.ch","10.0","EXACT","1","0","True","HIGH","Y","",""
"MINT","Molecular INTeraction database","http://mint.bio.uniroma2.it/mint/","MINT","Molecular INTeraction Database","http://mint.bio.uniroma2.it/mint/, http://mint.bio.uniroma2.it/mint/download.do","10.0","EXACT","1","0","True","HIGH","Y","",""
"MIPModDB","MIPModDB","http://bioinfo.iitk.ac.in/MIPModDB","MIPModDB","nan","http://bioinfo.iitk.ac.in/MIPModDB","10.0","EXACT","1","0","True","HIGH","Y","",""
"MIsoMine","Mouse Isoform Mine","http://guanlab.ccmb.med.umich.edu/misomine/","MIsoMine","nan","http://guanlab.ccmb.med.umich.edu/misomine","10.0","EXACT","1","0","True","HIGH","Y","",""
"MK4MDD","Multi-level Knowledge for Major Depressive Disorder","http://mdd.psych.ac.cn","MK4MDD","evel Knowledge base for MDD","http://mdd.psych.ac.cn","10.0","EXACT","1","0","True","HIGH","Y","",""
"MMDB","Molecular Modeling Database","http://leb.snu.ac.kr/mmdb/","MMDB","Magnaporthe oryzae Microsatellite Database","http://14.139.229.199/home.aspx","10.0","EXACT","1","0","True","HIGH","Y","","True"
"MMHub","Mulberry Metabolome Hub","https://biodb.swu.edu.cn/mmdb/","MMHub","nan","http://biodb.swu.edu.cn/mmdb","10.0","EXACT","1","0","True","HIGH","Y","",""
"MMMDB","Mouse Multiple Tissue Metabolome Database","http://mmmdb.iab.keio.ac.jp","MMMDB","Mouse Multiple Tissue Metabolome Database","http://mmmdb.iab.keio.ac.jp","10.0","EXACT","1","0","True","HIGH","Y","",""
"MMRdb","MMRdb","http://mmrdb.org","MMRdb","nan","http://mmrdb.org","10.0","EXACT","1","0","True","HIGH","Y","",""
