name_modification_flags,ID,best_name,best_name_prob,best_common,best_common_prob,best_full,best_full_prob,article_count,extracted_url,extracted_url_status,extracted_url_country,extracted_url_coordinates,wayback_url,publication_date,affiliation,authors,grant_ids,grant_agencies,num_citations,affiliation_countries,best_name_original,url_validation,review_remove,paper_titles,source_batch,qc_manual_review,qc_fix_applied,qc_confidence,qc_issue_category,was_merged,best_name_updated,full_name_updated,confidence,notes
CAPITALIZED,26481350,SIDER,0.9796164,sider,0.9796164,,0.9796164,1,http://sideeffects.embl.de,200,Germany,"(49.4077,8.6908)",,2015-10-19,"Max Planck Institute of Molecular Cell Biology and Genetics, Pfotenhauerstr. 108, 01307 Dresden, Germany mkuhn@mpi-cbg.de.","Bork P, Jensen LJ, Kuhn M, Letunic I",PI Lars Juhl Jensen,Novo Nordisk Foundation Center for Protein Research,731,"Andorra, Germany",sider,ok,,The SIDER database of drugs and side effects.,2010-2022,,,,,False,SIDER,SIDER,HIGH,No explicit expansion in title
TITLE_CAPITALIZED,24573471,RaptorX,0.9723827,,0.9723827,raptorx,0.9723827,1,http://raptorx.uchicago.edu,200,United States,"(41.8500,-87.6500)",,2014-01-01,"Toyota Technological Institute, Chicago, IL, USA.","Källberg M, Ma J, Margaryan G, Wang S, Xu J","R01 GM089753, R01GM0897532",NIGMS NIH HHS,181,United States,raptorx,ok,,RaptorX server: a resource for template-based protein structure modeling.,2010-2022,,,,,False,RaptorX,RaptorX,HIGH,No explicit expansion in title
CAPITALIZED,27098043,EDGAR,0.96952474,edgar,0.96952474,,0.96952474,1,http://edgar.computational.bio,200,Germany,"(49.0094,8.4044)",,2016-04-20,"Bioinformatics & Systems Biology, Justus-Liebig-University Giessen, 35392 Giessen, Hesse, Germany jochen.blom@computational.bio.uni-giessen.de.","Bertelli C, Blom J, Ernst C, Goesmann A, Juhre T, Kreis J, Spänig S",,,257,Germany,edgar,ok,,EDGAR 2.0: an enhanced software platform for comparative gene content analyses.,2010-2022,,,,,False,EDGAR,EDGAR,HIGH,No explicit expansion in title
TITLE_CAPITALIZED,25897122,BioMart,0.9685546,,0.9685546,biomart,0.9685546,1,http://www.biomart.org,200,United States,"(37.7621,-122.3971)",,2015-04-20,"Wellcome Trust Sanger Institute, Welcome Trust Genome Campus, Hinxton, CB10 1SD, UK.","Allen J, Arnaiz O, Awedh MH, Baldock R, Barbiera G, Bardou P, Beck T, Blake A, Bonierbale M, Brookes AJ, Bucci G, Buetti I, Burge S, Cabau C, Carlson JW, Chelala C, Chrysostomou C, Cittaro D, Collin O, Cordova R, Cutts RJ, Dassi E, Dayem Ullah AZ, Di Genova A, Djari A, Durinck S, Esposito A, Estrella H, Eyras E, Fernandez-Banet J, Forbes S, Free RC, Fujisawa T, Gadaleta E, Garcia-Manteiga JM, Goodstein D, Gray K, Guerra-Assunção JA, Haggarty B, Haider S, Han BW, Han DJ, Harris T, Harshbarger J, Hastings RK, Hayes RD, Hoede C, Hu S, Hu ZL, Hutchins L, Kan Z, Kasprzyk A, Kawaji H, Keliet A, Kerhornou A, Kim S, Kinsella R, Klopp C, Kong L, Lawson D, Lazarevic D, Lee JH, Letellier T, Li CY, Lio P, Liu CJ, Luo J, Maass A, Mariette J, Maurel T, Merella S, Mohamed AM, Moreews F, Nabihoudine I, Ndegwa N, Noirot C, Pandini L, Perez-Llamas C, Primig M, Provero P, Quattrone A, Quesneville H, Rambaldi D, Reecy J, Riba M, Rosanoff S, Saddiq AA, Salas E, Sallou O, Shepherd R, Simon R, Smedley D, Sperling L, Spooner W, Staines DM, Steinbach D, Stone K, Stupka E, Teague JW, Wang J, Ware D, Wong-Erasmus M, Youens-Clark K, Zadissa A, Zhang SJ","077012/Z/05/Z, 095908, MC_PC_U127527203, U41 HG003345, WT095908, WT098051","Medical Research Council, NHGRI NIH HHS, Wellcome Trust",556,United Kingdom,biomart,ok,,"The BioMart community portal: an innovative alternative to large, centralized data repositories.",2010-2022,,,,,False,BioMart,BioMart,HIGH,No explicit expansion in title
"CAPITALIZED,TITLE_CAPITALIZED",33632281,RDmap,0.967036,rdmap,0.967036,,0.967036,1,http://rdmap.nbscn.org,200,China,"(30.2936,120.1614)",,2021-02-25,"The Children's Hospital, Zhejiang University School of Medicine, National Clinical Research Center for Child Health, Binsheng Road 3333#, Hangzhou, Zhejiang, 310052, China.","Dong C, Duan H, Li H, Shu Q, Yang J","2016YFC0901905, 81871456","Ministry of Science and Technology of the People&apos;s Republic of China, National Natural Science Foundation of China",18,China,rdmap,ok,,RDmap: a map for exploring rare diseases.,2010-2022,,,,,False,RDmap,RDmap,HIGH,No explicit expansion in title
"CAPITALIZED,TITLE_CAPITALIZED",33993206,ConsRM,0.948486,consrm,0.948486,,0.948486,1,https://www.xjtlu.edu.cn/biologicalsciences/con,200,United Kingdom,"(51.5085,-0.1257)",,2021-11-01,"Institute of Systems, Molecular and Integrative Biology, University of Liverpool, L7 8TX, Liverpool, United Kingdom.","Chen K, Meng J, Rigden DJ, Song B, Su J, Tang Y, Wei Z, de Magalhães JP","31671373, KSF-P-02, KSF-T-01","National Natural Science Foundation of China, XJTLU Key Program Special Fund",42,"Andorra, United Kingdom",consrm,ok,,"ConsRM: collection and large-scale prediction of the evolutionarily conserved RNA methylation sites, with implications for the functional epitranscriptome.",2010-2022,,,,,False,ConsRM,ConsRM,HIGH,No explicit expansion in title
TITLE_CAPITALIZED,32976910,InteractoMIX,0.9452202,,0.9452202,interactomix,0.9452202,1,http://galaxy.interactomix.com,200,Spain,"(41.3888,2.1590)",,2020-09-23,"Department of Biosciences, U Science Tech, Universitat de Vic-Universitat Central de Catalunya, Vic, Catalonia 08500, Spain; Structural Bioinformatics Group, Research Programme on Biomedical Informatics, Department of Experimental and Health Sciences, Universitat Pompeu Fabra, Barcelona, Catalonia 08003, Spain.","Aguirre-Plans J, Fernandez-Fuentes N, Galletti C, Garcia-Garcia J, Guney E, Meseguer A, Mirela-Bota P, Oliva B, Planas-Iglesias J, Segura J",,"Agencia Estatal de Investigación, H2020 Marie Skłodowska-Curie Actions, Innovative Medicines Initiative, Ministerio de Economía y Competitividad",8,"Andorra, Spain",interactomix,ok,,Galaxy InteractoMIX: An Integrated Computational Platform for the Study of Protein-Protein Interaction Data.,2010-2022,,,,,False,InteractoMIX,InteractoMIX,HIGH,No explicit expansion in title
"CAPITALIZED,TITLE_CAPITALIZED",26087842,RDMLdb,0.9441708,rdmldb,0.9441708,,0.9441708,1,http://www.rdmldb.org,200,Belgium,"(50.8505,4.3488)",,2015-06-20,"Department of Anatomy, Embryology & Physiology, Academic Medical Center, Amsterdam, 1100AZ, Netherlands. j.m.ruijter@amc.uva.nl.","Anckaert J, Benes V, Bustin SA, Hellemans J, Lefever S, Pfaffl MW, Ruijter JM, Untergasser A, Vandesompele J",,,12,Netherlands,rdmldb,ok,,RDML-Ninja and RDMLdb for standardized exchange of qPCR data.,2010-2022,,,,,False,RDMLdb,RDMLdb,HIGH,No explicit expansion in title
"CAPITALIZED,TITLE_CAPITALIZED",34393586,Kakila,0.91363263,kakila,0.91363263,,0.91363263,1,https://www.pndb.fr,200,France,"(48.8534,2.3488)",,2021-07-22,"LETG, IUEM UBO, Brest, France LETG, IUEM UBO Brest France.","Arnaud E, Bouveret L, Coché L, David R, Foulquier E, Gandilhon N, Jeannesson E, Jung JL, Le Berre I, Le Bras Y, Lerigoleur E, Lopez PJ, Madon B, Sananikone J, Sèbe M",,,6,France,kakila,ok,,"Kakila database: Towards a FAIR community approved database of cetacean presence in the waters of the Guadeloupe Archipelago, based on citizen science.",2010-2022,,,,,False,Kakila,Kakila,HIGH,No explicit expansion in title
TITLE_CAPITALIZED,31516400,lycositeAtlas,0.9041604,,0.9041604,lycositeatlas,0.9041604,1,http://nglycositeatlas.biomarkercenter.org,200,United States,"(45.8399,-119.7006)",,2019-09-07,"1Department of Pathology, Johns Hopkins University, Baltimore, MD 21287 USA.","Ao M, Chen J, Hu Y, Jia X, Shah P, Sun S, Thomas S, Tian Y, Yang W, Zhang H","2018JM7086074, 21705127, 81773180, 91853123, P01 HL107153, P01HL107153, R21 AI122382, R21AI122382, U01 CA152813, U01CA152813, U24 CA160036, U24 CA210985, U24CA210985","Foundation for the National Institutes of Health, NCI NIH HHS, NHLBI NIH HHS, NIAID NIH HHS, National Natural Science Foundation of China, Natural Science Foundation of Shaanxi Province",69,United States,lycositeatlas,ok,,<i>N</i>-GlycositeAtlas: a database resource for mass spectrometry-based human N-linked glycoprotein and glycosylation site mapping.,2010-2022,,,,,False,GlycositeAtlas,GlycositeAtlas,HIGH,No explicit expansion in title
TITLE_CAPITALIZED,26467476,Metabolomics Workbench,0.8108734,,0.8108734,metabolomics workbench,0.8108734,1,http://www.metabolomicsworkbench.org,200,United States,"(32.7157,-117.1647)",,2015-10-13,"San Diego Supercomputer Center, University of California, San Diego, 9500 Gilman Drive, La Jolla, CA 92037, USA.","Azam K, Burant C, Cotter D, Edison A, Fahy E, Fiehn O, Higashi R, Nair KS, Subramaniam S, Sud M, Sumner S, Vadivelu I","U01 DK097430, U01 DK097430-01, U01DK097430-01, U24 DK097153, U24 DK097215, UL1 TR001427","NCATS NIH HHS, NIDDK NIH HHS",631,United States,metabolomics workbench,ok,,"Metabolomics Workbench: An international repository for metabolomics data and metadata, metabolite standards, protocols, tutorials and training, and analysis tools.",2010-2022,,,,,False,Metabolomics Workbench,Metabolomics Workbench,HIGH,No explicit expansion in title
CAPITALIZED,30620343,CHRS,0.784021,chrs,0.784021,,0.784021,1,https://chrsdata.eng.uci.edu,200,United States,"(33.6695,-117.8231)",,2019-01-08,"Center for Hydrometeorology & Remote Sensing (CHRS), HSSoE, University of California, Irvine, CA, USA.","Braithwaite D, Hayatbini N, Hsu K, Huynh P, Kuligowski B, Logan WS, Nguyen P, Ombadi M, Palacios T, Shearer EJ, Sorooshian S, Tran H, Updegraff G",,,35,United States,chrs,ok,,"The CHRS Data Portal, an easily accessible public repository for PERSIANN global satellite precipitation data.",2010-2022,,,,,False,CHRS,CHRS,HIGH,No explicit expansion in title
TITLE_CAPITALIZED,30689845,EnhancerDB,0.9993303,,0.9993303,enhancerdb,0.9993303,1,http://lcbb.swjtu.edu.cn/EnhancerDB/,200,China,"(39.9075,116.3972)",,2019-01-01,"School of Life Sciences and Engineering, Southwest Jiaotong University, Chengdu City, Sichuan Province, P.R. China.","Chang Y, Ding R, Guo Z, Huang Q, Kang R, Meng J, Xiong L, Zhang Y","18YYJC0551, 2682016YXZT04, 31200999","Central Universities of China, National Natural Science Foundation of China, Sichuan Provincial Science and Technology Department",29,"Andorra, China",enhancerdb,ok,,EnhancerDB: a resource of transcriptional regulation in the context of enhancers.,2010-2022,,,,,False,EnhancerDB,EnhancerDB,HIGH,No explicit expansion in title
TITLE_CAPITALIZED,24794510,MalarImDB,0.99928796,,0.99928796,malarimdb,0.99928796,1,http://www.malarimdb.org,200,United Kingdom,"(51.5085,-0.1257)",,2014-04-30,"Laboratory of Immunobiology, Rega Institute for Medical Research, KU Leuven - University of Leuven, Minderbroedersstraat 10, 3000 Leuven, Belgium.","Deroost K, Opdenakker G, Van den Steen PE",,,4,Belgium,malarimdb,ok,,MalarImDB: an open-access literature-based malaria immunology database.,2010-2022,,,,,False,MalarImDB,MalarImDB,HIGH,No explicit expansion in title
TITLE_CAPITALIZED,31602484,VDJbase,0.9992672,,0.9992672,vdjbase,0.9992672,1,https://www.vdjbase.org/,200,United States,"(37.3541,-121.9552)",,2020-01-01,"Bioengineering, Faculty of Engineering, Bar-Ilan University, Ramat Gan 5290002, Israel.","Boyd SD, Collins AM, Lees W, Omer A, Peres A, Polak P, Shemesh O, Shepherd AJ, Watson CT, Yaari G","1R01AI125567, 1R01AI127877, 1R01AI130398, 825821, 832/16, R01 AI125567, R01 AI127877, R01 AI130398","Horizon 2020, ISF, NIAID NIH HHS, NIH",48,Israel,vdjbase,ok,,VDJbase: an adaptive immune receptor genotype and haplotype database.,2010-2022,,,,,False,VDJbase,VDJbase,HIGH,No explicit expansion in title
TITLE_CAPITALIZED,32983411,RVDB-prot,0.99923694,,0.99923694,rvdb-prot,0.99923694,1,https://gitlab.pasteur.fr/tbigot/rvdb-prot/,200,France,"(48.8030,2.2669)",,2019-04-23,"Hub de Bioinformatique et Biostatistique - Département Biologie Computationnelle, Institut Pasteur, USR 3756 CNRS, Paris, France.","Bigot T, Eloit M, Pérot P, Temmam S",,,55,France,rvdb-prot,ok,,"RVDB-prot, a reference viral protein database and its HMM profiles.",2010-2022,,,,,False,RVDB-prot,RVDB-prot,HIGH,No explicit expansion in title
CAPITALIZED,33767193,EORNA,0.9992342,eorna,0.9992342,,0.9992342,1,https://ics.hutton.ac.uk/eorna/download.html,200,United Kingdom,"(56.4691,-2.9749)",,2021-03-25,"Information and Computational Sciences, The James Hutton Institute, Invergowrie, Dundee, DD2 5DA, UK.","Bayer M, Mayer CD, Milne L, Rapazote-Flores P, Simpson CG, Waugh R","669182, BB/I00663X/1, BB/R014582/1","Biotechnology and Biological Sciences Research Council, European Research Council, RCUK | Biotechnology and Biological Sciences Research Council",25,"Andorra, United Kingdom",eorna,ok,1,"EORNA, a barley gene and transcript abundance database.",2010-2022,,,,,False,EORNA,EORNA,HIGH,No explicit expansion in title
TITLE_CAPITALIZED,27055826,ATtRACT,0.99917746,,0.99917746,attract,0.99917746,1,http://attract.cnic.es,200,Spain,"(40.4710,-3.7007)",,2016-04-07,"Centro Nacional de Investigaciones Cardiovasculares Carlos III, Melchor Fernández Almagro 3, Madrid 28029, Spain.","Giudice G, Lara-Pezzi E, Sánchez-Cabo F, Torroja C",,,202,Spain,attract,ok,,ATtRACT-a database of RNA-binding proteins and associated motifs.,2010-2022,,,,,False,ATtRACT,ATtRACT,HIGH,No explicit expansion in title
CAPITALIZED,36700097,BIONDA,0.99917483,bionda,0.99917483,,0.99917483,1,http://bionda.mpc.ruhr-uni-bochum.de,200,Germany,"(51.4817,7.2165)",,2021-08-18,"Medizinisches Proteom-Center, Ruhr University Bochum, Bochum 44801, Germany.","Eisenacher M, Frericks-Zipper A, Marcus K, Ramesh S, Schork K, Stepath M, Turewicz M",FKZ 031 A 534A,"Center for Protein Diagnostics (PRODI), German Federal Ministry of Education and Research, Germany, Science and Research of North-Rhine Westphalia, a grant of the Ministry of Innovation",9,Germany,bionda,ok,,BIONDA: a free database for a fast information on published biomarkers.,2010-2022,,,,,False,BIONDA,BIONDA,HIGH,No explicit expansion in title
"CAPITALIZED,TITLE_CAPITALIZED",32661425,GPCRmd,0.9991532,gpcrmd,0.9991532,,0.9991532,1,http://gpcrmd.org/,200,Spain,"(41.3888,2.1590)",,2020-07-13,"Research Programme on Biomedical Informatics, Hospital del Mar Medical Research Institute-Department of Experimental and Health Sciences, Pompeu Fabra University, Barcelona, Spain.","Aranda-García D, Carlsson J, Cordomi A, De Fabritiis G, Deupi X, Filipek S, Filizola M, Giorgino T, Gloriam DE, Gonzalez A, Guixà-González R, Gutiérrez-de-Terán H, Gómez-Tamayo JC, Hildebrand PW, Jespers W, Jiménez-Rosés M, Kapla J, Khelashvili G, Kolb P, Latek D, Marti-Solano M, Matricon P, Matsoukas MT, Mayol E, Medel-Lacruz B, Miszta P, Morales-Pastor A, Olivella M, Perez-Benito L, Provasi D, Pándy-Szekeres G, R Torrecillas I, Ramírez-Anguita JM, Rodríguez-Espigares I, Ríos S, Sallander J, Sanz F, Selent J, Stepniewski TM, Sztyler A, Tiemann JKS, Torrens-Fontanals M, Varela-Rial A, Vasile S, Weinstein H, Worp N, Zachariae U",R163-2013-16327,Lundbeck Foundation,122,"Andorra, Morocco, Spain",gpcrmd,ok,,GPCRmd uncovers the dynamics of the 3D-GPCRome.,2010-2022,,,,,False,GPCRmd,GPCRmd,HIGH,No explicit expansion in title
TITLE_CAPITALIZED,33125057,ConjuPepDB,0.99913406,,0.99913406,conjupepdb,0.99913406,1,https://conjupepdb.ttk.hu/,200,Hungary,"(47.4984,19.0404)",,2021-01-01,"Institute of Organic Chemistry, Semmelweis University, H-1092 Budapest, Hőgyes Endre u. 7, Hungary.","Balogh B, Beke-Somfai T, Ivánczi M, Mándity IM, Nizami B","2018-1.2.1-NKP, LP2016-2, LP2017-8, NVKP_16-1-2016-0007","Development and Innovation Fund, Hungarian Academy of Sciences, National Competitiveness and Excellence Program, National Research",18,Hungary,conjupepdb,ok,,ConjuPepDB: a database of peptide-drug conjugates.,2010-2022,,,,,False,ConjuPepDB,ConjuPepDB,HIGH,No explicit expansion in title
TITLE_CAPITALIZED,32929271,MassIVE.quant,0.99912304,,0.99912304,massive.quant,0.99912304,1,https://ccms-ucsd.github.io/MassIVEDocumentation/,200,United States,"(37.7621,-122.3971)",,2020-09-14,"Khoury College of Computer Sciences, Northeastern University, Boston, MA, USA.","Bandeira N, Bernhardt OM, Carver J, Chiva C, Choi M, Dunkley T, Goetze S, Huang T, Hüttenhain R, Muntel J, Müller M, Nesvizhskii AI, Pavlou M, Perez-Riverol Y, Pullman B, Reiter L, Sabidó E, Teo GC, Tsai TH, Tzouros M, Verschueren E, Vitek O, Wollscheid B","1759980, 1R01LM013115, 208391/Z/17/Z, DBI-1054826, DBI-1759736, P41 GM103484, P41GM103484, PT17/0019 of the PE I+D+i 2013-2016, R01 LM013115, R24 GM127667, R24GM127667","Ministry of Economy and Competitiveness | Instituto de Salud Carlos III, NIGMS NIH HHS, NLM NIH HHS, NSF | BIO | Division of Biological Infrastructure, Personalized Health and Related Technologies strategic focus area of ETH, U.S. Department of Health &amp; Human Services | NIH | National Institute of General Medical Sciences, U.S. Department of Health &amp; Human Services | NIH | U.S. National Library of Medicine, Wellcome Trust",99,United States,massive.quant,review,1,MassIVE.quant: a community resource of quantitative mass spectrometry-based proteomics datasets.,2010-2022,,,,,False,MassIVE.quant,MassIVE.quant,HIGH,No explicit expansion in title
TITLE_CAPITALIZED,25298093,OncoCis,0.9991045,,0.9991045,oncocis,0.9991045,1,https://powcs.med.unsw.edu.au/OncoCis/,200,Australia,"(-33.8678,151.2073)",,2014-01-01,"Prince of Wales Clinical School and Lowy Cancer Research Centre, UNSW, Australia, Sydney 2052, Australia.","Beck D, Campbell PJ, Chacon D, Perera D, Pimanda JE, Poulos RC, Shlien A, Thoms JA, Wong JW",,,20,"Andorra, Australia",oncocis,ok,,OncoCis: annotation of cis-regulatory mutations in  cancer.,2010-2022,,,,,False,OncoCis,OncoCis,HIGH,No explicit expansion in title
TITLE_CAPITALIZED,33978706,PaIntDB,0.9990799,,0.9990799,paintdb,0.9990799,1,https://www.paintdb.ca,200,Canada,"(49.2497,-123.1193)",,2021-11-01,"Department of Microbiology and Immunology, Centre for Microbial Diseases and Immunity Research, University of British Columbia, Vancouver, BC V6T 1Z4, Canada.","Castillo-Arnemann JJ, Dhillon BK, Hancock REW, Solodova O",FDN-154287,Canadian Institutes for Health Research,2,"Andorra, Canada",paintdb,ok,,PaIntDB: network-based omics integration and visualization using protein-protein interactions in Pseudomonas aeruginosa.,2010-2022,,,,,False,PaIntDB,PaIntDB,HIGH,No explicit expansion in title
TITLE_CAPITALIZED,34104972,eSkip-Finder,0.9990548,,0.9990548,eskip-finder,0.9990548,1,https://eskip-finder.org,200,Japan,"(35.1815,136.9064)",,2021-07-01,"HPC- and AI-driven Drug Development Platform Division, RIKEN Center for Computational Science, Yokohama 230-0045, Japan.","Anwar S, Aoki Y, Aslesh T, Chiba S, Duddy W, Erkut E, Kunitake K, Lim KRQ, Maruyama R, Okuno Y, Shah MNA, Sheikh O, Sheri N, Takano H, Woo S, Yokota T",2–6,"CIHR, Canadian Institutes of Health Research, Friends of Garrett Cumming Research Fund, Grants-in-Aid for Research on Nervous and Mental Disorders, HM Toupin Neurological Science Research Fund, HOKUSAI BigWaterfall, Muscular Dystrophy Canada, Women and Children&apos;s Health Research Institute",32,"Andorra, Japan",eskip-finder,ok,,eSkip-Finder: a machine learning-based web application and database to identify the optimal sequences of antisense oligonucleotides for exon skipping.,2010-2022,,,,,False,eSkip-Finder,eSkip-Finder,HIGH,No explicit expansion in title
