name_modification_flags,ID,best_name,best_name_prob,best_common,best_common_prob,best_full,best_full_prob,article_count,extracted_url,review_remove,paper_titles,best_name_updated,full_name_updated,extracted_url_status,extracted_url_country,extracted_url_coordinates,wayback_url,publication_date,affiliation,authors,grant_ids,grant_agencies,num_citations,affiliation_countries,best_name_original,url_validation,source_batch,qc_manual_review,qc_fix_applied,qc_confidence,qc_issue_category,was_merged,confidence,notes,grep_remove
TITLE_CAPITALIZED,30576482,NBDC RDF,0.76807874,nbdc rdf,0.76807874,,0.76807874,1,https://integbio.jp/rdf/,,NBDC RDF portal: a comprehensive repository for semantic data in life sciences.,NBDC RDF,NBDC RDF,200,Japan,"(35.6895,139.6917)",,2018-01-01,"Database Center for Life Science, Research Organization of Information and Systems, 178-4-4 Wakashiba, Kashiwa, Chiba, Japan.","Hatanaka H, Katayama T, Kawashima S, Kushida T, Takagi T",18-181023821,"Japan Science and Technology Agency, National Bioscience Database Center",12.0,"Andorra, Japan",nbdc rdf,ok,2010-2022,,,,,False,HIGH,No explicit expansion found in title; using short name for both,
TITLE_CAPITALIZED,33166390,The COVID-19 Data Portal,0.72863275,covid19,0.72863275,,0.72863275,1,https://www.covid19dataportal.org/,,COVID19 Drug Repository: text-mining the literature in search of putative COVID19 therapeutics.,The COVID-19 Data Portal,The COVID-19 Data Portal,200,United Kingdom,"(51.8797,-0.4175)",,2021-01-01,"Laboratory of Cancer Genomics and Biocomputing of Complex Diseases, Azrieli Faculty of Medicine, Bar-Ilan University, Henrietta Szold 8, Safed 13195, Israel.","Carmi G, Detroja R, Frenkel-Morgenstern M, Gorohovski A, Levy E, Mukherjee S, Mukherjee SB, Tworowski D","#247017, #66824, VaTaT #104-2019","Bar-Ilan University, COVID-19 Data Science Institute, Kamin grant of Israel, PBC",20.0,"Andorra, Israel",covid19,ok,2010-2022,,,,,True,HIGH,No explicit expansion found in title; using short name for both,
TITLE_CAPITALIZED,34911434,qtlXplorer,0.7234683,,0.7234683,qtlxplorer,0.7234683,1,https://eucgenie.org/QTLXplorer,,qtlXplorer: an online systems genetics browser in the Eucalyptus Genome Integrative Explorer (EucGenIE).,qtlXplorer,qtlXplorer,200,Sweden,"(63.8284,20.2597)",,2021-12-15,"Department of Biochemistry, Genetics and Microbiology, Forestry and Agricultural Biotechnology Institute (FABI), University of Pretoria, Private bag X20, Pretoria, 0028, South Africa. nanette.christie@fabi.up.ac.za.","Christie N, Delhomme N, Mannapperuma C, Mizrachi E, Myburg AA, Mähler N, Naidoo S, Ployet R, Street NR, van der Merwe K","Bioinformatics, DST/TIA Strategic Grant for the Eucalyptus Genomics Platform, Functional Genomics Grant UID 97911, THRIP Grant UID 96413","department of science and technology and technology innovation agency of south africa, kempe foundation, national research foundation of south africa, sappi and mondi south africa, stiftelsen för strategisk forskning centre for plant developmental biology, technology and human resources for industry programme, umeå plant science centre berzelii centre",,"Andorra, South Africa",qtlxplorer,ok,2010-2022,,,,,False,HIGH,No explicit expansion found in title; using short name for both,
TITLE_CAPITALIZED,26289158,TMalphaDB,0.71536607,,0.71536607,tmalphadb,0.71536607,1,http://lmc.uab.cat/TMalphaDB,,TMalphaDB and TMbetaDB: web servers to study the structural role of sequence motifs in α-helix and β-barrel domains of membrane proteins.,TMalphaDB,TMalphaDB,200,Spain,"(41.5159,2.1246)",,2015-08-20,"Laboratori de Medicina Computacional, Unitat de Bioestadística, Facultat de Medicina, Universitat Autònoma de Barcelona, Bellaterra, Spain.","Cordomí A, Deupí X, Lugtenburg I, Mayol E, Olivella M, Pardo L, Perea M",,,4.0,Spain,tmalphadb,ok,2010-2022,,,,,False,HIGH,No explicit expansion found in title; using short name for both,
TITLE_CAPITALIZED,27905880,The Lair,0.64348274,,0.64348274,the lair,0.64348274,1,http://pachterlab.github.io/lair,,The Lair: a resource for exploratory analysis of published RNA-Seq data.,The Lair,The Lair,200,United States,"(37.7621,-122.3971)",,2016-12-01,"Department of Computer Science, University of California, Berkeley, 387 Soda Hall, Berkeley, 94720, USA.","Bray N, Melsted P, Pachter L, Pimentel H, Sturmfels P","R01 DK094699, R01 HG006129, R01 HG008164","NHGRI NIH HHS, NIDDK NIH HHS, National Institutes of Health",9.0,United States,the lair,review,2010-2022,,,,,False,HIGH,No explicit expansion found in title; using short name for both,True
TITLE_CAPITALIZED,30723486,Plant IsomiR Atlas,0.6258766,,0.6258766,plant isomir atlas,0.6258766,1,http://www.mcr.org.in/isomir,,"Plant IsomiR Atlas: Large Scale Detection, Profiling, and Target Repertoire of IsomiRs in Plants.",Plant IsomiR Atlas,Plant IsomiR Atlas,200,India,"(16.5408,81.5232)",,2019-01-22,"Key Laboratory of Plant Resources Conservation and Germplasm Innovation in Mountainous Region (Guizhou University), Ministry of Education, Institute of Agro-Bioengineering, College of Life Sciences, Guizhou University, Guiyang, China.","Mudunuri SB, Sablok G, Wen X, Yang K","31560549, 31760566",National Natural Science Foundation of China,6.0,"Andorra, China",plant isomir atlas,ok,2010-2022,,,,,False,HIGH,No explicit expansion found in title; using short name for both,
TITLE_CAPITALIZED,30658642,Surveyor,0.58252656,,0.58252656,surveyor,0.58252656,1,http://www.drugresistancemaps.org,,An online mapping database of molecular markers of drug resistance in Plasmodium falciparum: the ACT Partner Drug Molecular Surveyor.,Drug Resistance Maps,Drug Resistance Maps,200,United States,"(45.5946,-121.1787)",,2019-01-18,"WorldWide Antimalarial Resistance Network (WWARN), Oxford, UK.","Björkman A, Garcia S, Humphreys GS, Otienoburu SD, Srisutham S, Suay I, Thomas NV",Charitable donation,Exxon Mobil Foundation,17.0,United Kingdom,surveyor,ok,2010-2022,,,,,False,HIGH,No explicit expansion found in title; using short name for both,
TITLE_CAPITALIZED,28077570,KTCNlncDB,0.9989268,,0.9989268,ktcnlncdb,0.9989268,1,http://rhesus.amu.edu.pl/KTCNlncDB/,,KTCNlncDB-a first platform to investigate lncRNAs expressed in human keratoconus and non-keratoconus corneas.,KTCNlncDB,KTCNlncDB,200,Poland,"(52.4069,16.9299)",,2017-01-10,"Department of Genetics and Pharmaceutical Microbiology, Poznan University of Medical Sciences, Poznan, Poland.","Gajecka M, Ginter-Matuszewska B, Kabza M, Karolak JA, Nowak DM, Ploski R, Polakowski P, Rydzanicz M, Szaflik JP, Szczesniak MW",,,13.0,"Andorra, Poland",ktcnlncdb,ok,2010-2022,,,,,False,HIGH,No explicit expansion found in title; using short name for both,
CAPITALIZED,24532370,CFDB,0.9987587,cfdb,0.9987587,,0.9987587,1,http://www.inetflow.it/CFDB,,Cystic fibrosis database (CFDB): a new web-based tool for cystic fibrosis specialists.,CFDB,Cystic fibrosis database,200,Italy,"(45.7060,9.5905)",,2014-02-16,"Italian CF Research Foundation, Verona, Italy.","Buzzetti R, Cirilli N, Maffeis P, Minicucci L, Raia V, Salvatore D",,,1.0,Italy,cfdb,ok,2010-2022,,,,,False,HIGH,Expansion found before short name in parentheses,
"CAPITALIZED,TITLE_CAPITALIZED",29220438,PigVar,0.9981432,pigvar,0.9981432,,0.9981432,1,http://www.ibiomedical.net/pigvar/,,PigVar: a database of pig variations and positive selection signatures.,PigVar,PigVar,200,China,"(30.6667,104.0667)",,2017-01-01,"State Key Laboratory of Genetic Resources and Evolution, and Yunnan Laboratory of Molecular Biology of Domestic Animals, Kunming Institute of Zoology, Chinese Academy of Sciences, Kunming 650223, China.","Adeola AC, Irwin DM, Li A, Liu YH, Otecko NO, Wang L, Xie HB, Zhang J, Zhang YP, Zhou ZY","31061160189, U1534208",National Natural Science Foundation of China,15.0,"Andorra, China",pigvar,ok,2010-2022,,,,,False,HIGH,No explicit expansion found in title; using short name for both,
TITLE_CAPITALIZED,23355415,eChickAtlas,0.9978137,,0.9978137,echickatlas,0.9978137,1,http://www.emouseatlas.org,,eChickAtlas: an introduction to the database.,eChickAtlas,eChickAtlas,200,United Kingdom,"(55.9029,-3.5226)",,2013-03-30,"Division of Genetics and Genomics, The Roslin Institute and Royal (Dick) School of Veterinary Studies, University of Edinburgh, Midlothian, United Kingdom.","Anderson C, Bain AA, Baldock RA, Burt DW, Davey MG, Davidson D, Liu J, Murphy P, Pavlovska G, Stern CD, Tickle CA, Welten MC, Wicks MN, Wong F","BB/F024347/1, BB/G000816/1, BB/G000883/1, BB/G000883/2, BB/G000972/1, BBS/E/D/20211551, BBS/E/D/20211552, BBS/E/D/20221657, BBS/E/D/20310000, BBS/E/D/20320000, MC_PC_U127527203, MR/K001744/1","Biotechnology and Biological Sciences Research Council, Medical Research Council",10.0,"Andorra, United Kingdom",echickatlas,ok,2010-2022,,,,,False,HIGH,No explicit expansion found in title; using short name for both,
"CAPITALIZED,TITLE_CAPITALIZED",29762652,SolCyc,0.9975697,solcyc,0.9975697,,0.9975697,1,https://solgenomics.net/tools/solcyc/,,SolCyc: a database hub at the Sol Genomics Network (SGN) for the manual curation of metabolic networks in Solanum and Nicotiana specific databases.,SolCyc,SolCyc,200,United States,"(42.4406,-76.4966)",,2018-01-01,"Boyce Thompson Institute, 533 Tower Road, Ithaca, New York, 14853-1801, USA.","Battey JND, Bombarely A, Foerster H, Ivanov NV, Mueller LA, Sierro N",,Boyce Thompson Institute for Plant Research,8.0,United States,solcyc,ok,2010-2022,,,,,False,HIGH,No explicit expansion found in title; using short name for both,
"CAPITALIZED,TITLE_CAPITALIZED",29688371,SPTEdb,0.9973718,sptedb,0.9973718,,0.9973718,1,http://genedenovoweb.ticp.net:81/SPTEdb/index.php,,SPTEdb: a database for transposable elements in salicaceous plants.,SPTEdb,SPTEdb,200,,,,2018-01-01,"State Key Laboratory of Tree Genetics and Breeding, Key Laboratory of Tree Breeding and Cultivation of State Forestry Administration, Research Institute of Forestry, Chinese Academy of Forestry, Beijing 100091, China and.","Jia Z, Ma W, Wang J, Xiao Y, Yi F","31600541, TGB2016003","Chinese Academy of Forestry, National Natural Science Foundation of China",9.0,"Andorra, China",sptedb,ok,2010-2022,,,,,False,HIGH,No explicit expansion found in title; using short name for both,
TITLE_CAPITALIZED,22638580,AVPpred,0.99692273,,0.99692273,avppred,0.99692273,1,http://crdd.osdd.net/servers/avppred,,AVPpred: collection and prediction of highly effective antiviral peptides.,AVPpred,AVPpred,200,India,"(30.7363,76.7884)",,2012-05-25,"Bioinformatics Centre, CSIR-Institute of Microbial Technology, Sector 39-A, Chandigarh 160036, India.","Kumar M, Qureshi A, Thakur N",,,200.0,India,avppred,ok,2010-2022,,,,,False,HIGH,No explicit expansion found in title; using short name for both,
TITLE_CAPITALIZED,31672994,AgeGuess,0.9968833,,0.9968833,ageguess,0.9968833,1,http://www.ageguess.org,,"The AgeGuess database, an open online resource on chronological and perceived ages of people aged 5-100.",AgeGuess,AgeGuess,200,United States,"(37.7621,-122.3971)",,2019-10-31,"Department of Biology, University of Southern Denmark, Odense, Denmark.","Christensen K, Jones JAB, Misevic D, Nash UW, Steiner UK, Vieillefont J",,,5.0,Denmark,ageguess,ok,2010-2022,,,,,False,HIGH,No explicit expansion found in title; using short name for both,
TITLE_CAPITALIZED,"28049469, 28795533",DISCONTOOLS,0.9967924,discontools,0.9967924,,0.9967924,2,http://www.discontools.eu,,"DISCONTOOLS: a database to identify research gaps on vaccines, pharmaceuticals and diagnostics for the control of infectious diseases of animals. | Epidemiology, diagnosis and control of classical swine fever: Recent developments and future challenges.",DISCONTOOLS,DISCONTOOLS,200,Belgium,"(50.8505,4.3488)",,2017-01-03,"International Federation for Animal Health Europe, Avenue de Tervueren 168, box 8, 1150, Brussels, Belgium. declanjobrien@hotmail.com.; EU and OIE Reference Laboratory for Classical Swine Fever, Department of Infectious Diseases, Institute of Virology, University of Veterinary Medicine Hannover, Hannover, Germany.","Austermann-Busch S, Becher P, Charlier J, Delavergne M, Moennig V, O'Brien D, Petrov A, Postel A, Scudamore J",211316,7th Framework programme of the E.U.,127.0,"Andorra, Belgium, Comoros, Germany",discontools,ok,2010-2022,,,,,False,HIGH,No explicit expansion found in title; using short name for both,
TITLE_CAPITALIZED,29688361,TransAtlasDB,0.9959939,,0.9959939,transatlasdb,0.9959939,1,https://modupeore.github.io/TransAtlasDB/,,"TransAtlasDB: an integrated database connecting expression data, metadata and variants.",TransAtlasDB,TransAtlasDB,200,United States,"(37.7621,-122.3971)",,2018-01-01,"Department of Animal and Food Sciences, University of Delaware, Newark, DE 19716, USA.","Adetunji MO, Lamont SJ, Schmidt CJ",,,2.0,"Andorra, United States",transatlasdb,review,2010-2022,,,,,False,HIGH,No explicit expansion found in title; using short name for both,True
TITLE_CAPITALIZED,24573882,COMPARTMENTS,0.99575317,compartments,0.99575317,,0.99575317,1,http://compartments.jensenlab.org,,COMPARTMENTS: unification and visualization of protein subcellular localization evidence.,COMPARTMENTS,COMPARTMENTS,200,United States,"(37.7621,-122.3971)",,2014-02-25,"Structural and Computational Biology Unit, European Molecular Biology Laboratory (EMBL), 69117 Heidelberg, Germany, Bioinformatics Core Facility, Luxembourg Centre for Systems Biomedicine (LCSB), University of Luxembourg, 4362 Esch-sur-Alzette, Luxembourg, Department of Disease Systems Biology, Novo Nordisk Foundation Center for Protein Research, Faculty of Health and Medical Sciences, University of Copenhagen, 2200 Copenhagen, Denmark, CSIRO Computational Informatics, Sydney, NSW 2113 Australia and Garvan Institute of Medical Research, Sydney, NSW 2100, Australia.","Binder JX, Jensen LJ, O'Donoghue SI, Pletscher-Frankild S, Schneider R, Stolte C, Tsafou K",PI Lars Juhl Jensen,Novo Nordisk Foundation Center for Protein Research,435.0,"Andorra, Australia, Denmark, Germany, Luxembourg, Suriname",compartments,ok,2010-2022,,,,,False,HIGH,No explicit expansion found in title; using short name for both,
TITLE_CAPITALIZED,26873783,3DBIONOTES,0.9954907,3dbionotes,0.9954907,,0.9954907,1,http://3dbionotes.cnb.csic.es,,"3DBIONOTES: A unified, enriched and interactive view of macromolecular information.",3DBIONOTES,3DBIONOTES,200,Spain,"(40.4165,-3.7026)",,2016-02-10,"GN7 of the Spanish National Institute for Bioinformatics (INB) and Biocomputing Unit, National Center of Biotechnology (CSIC)/Instruct Image Processing Center, C/Darwin n° 3, Campus of Cantoblanco, 28049 Madrid, Spain.","Carazo JM, Cuenca-Alba J, Sanchez-Garcia R, Segura J, Sorzano CO, Tabas-Madrid D",,,7.0,"Andorra, Spain",3dbionotes,ok,2010-2022,,,,,False,HIGH,No explicit expansion found in title; using short name for both,
TITLE_CAPITALIZED,34048545,dbGENVOC,0.99497914,,0.99497914,dbgenvoc,0.99497914,1,http://research.nibmg.ac.in/dbcares/dbgenvoc/,,"dbGENVOC: database of GENomic Variants of Oral Cancer, with special reference to India.",dbGENVOC,dbGENVOC,200,India,"(22.9600,88.4285)",,2021-05-01,"Human Genetics Unit, National Institute of Biomedical Genomics, Kalyani, West Bengal 741251, India.","Basu A, Biswas NK, Das C, Das S, Majumder PP, Pradhan S, Singh AK","BT/PR16536/BID/7/652/2016, SyMeC:BT/MED-II/NIBMG/SyMeC/2014/Vol-II","Department of Biotechnology, India, Ministry of Science and Technology",4.0,India,dbgenvoc,ok,2010-2022,,,,,False,HIGH,No explicit expansion found in title; using short name for both,
,21931990,internet brain volume database,0.99398524,,0.99398524,internet brain volume database,0.99398524,1,http://www.nitrc.org/projects/ibvd,,The internet brain volume database: a public resource for storage and retrieval of volumetric data.,internet brain volume database,internet brain volume database,200,United States,"(39.0437,-77.4875)",,2012-04-01,"Department of Psychiatry, University of Massachusetts Medical School, 356 Plantation St, Biotech 1, Suite 100, Worcester, MA 01605, USA. David.Kennedy@umassmed.edu","Frazier JA, Gao Y, Haselgrove C, Hodge SM, Kennedy DN","P30 HD004147, R01 MH083320, R01 NS034189, R21 NS064354","NICHD NIH HHS, NIMH NIH HHS, NINDS NIH HHS",4.0,United States,internet brain volume database,ok,2010-2022,,,,,False,HIGH,No explicit expansion found in title; using short name for both,
TITLE_CAPITALIZED,30274705,DynBench3D,0.99205625,,0.99205625,dynbench3d,0.99205625,1,https://DynBench3D.irbbarcelona.org,,"DynBench3D, a Web-Resource to Dynamically Generate Benchmark Sets of Large Heteromeric Protein Complexes.",DynBench3D,DynBench3D,200,Spain,"(41.3888,2.1590)",,2018-09-22,"Joint IRB-BSC-CRG Program in Computational Biology, Institute for Research in Biomedicine (IRB Barcelona), The Barcelona Institute of Science and Technology, Barcelona, Catalonia, Spain.","Aloy P, Bertoni M","614944, BIO2016-77038-R","European Research Council, Ministerio de Economía y Competitividad",4.0,"Andorra, Spain",dynbench3d,ok,2010-2022,,,,,False,HIGH,No explicit expansion found in title; using short name for both,
TITLE_CAPITALIZED,29220469,Edaphostat,0.9917661,,0.9917661,edaphostat,0.9917661,1,https://portal.edaphobase.org,,Edaphostat: interactive ecological analysis of soil organism occurrences and preferences from the Edaphobase data warehouse.,Edaphostat,Edaphostat,200,Germany,"(51.2230,6.7827)",,2017-01-01,"Institute for Environmental Research, RWTH Aachen University, Worringerweg 1, 52074 Aachen, Germany.","Burkhardt U, Hausen J, Lesch S, Ottermanns R, Rick S, Roß-Nickoll M, Russell D, Scholz-Starke B",01LI1301,Bundesministerium für Bildung und Forschung,2.0,Germany,edaphostat,ok,2010-2022,,,,,False,HIGH,No explicit expansion found in title; using short name for both,
,25339269,proteome quality index,0.9912338,,0.9912338,proteome quality index,0.9912338,1,http://pqi-list.org,,A proteome quality index.,proteome quality index,proteome quality index,200,United Kingdom,"(52.2000,0.1167)",,2014-10-22,"Department of Computer Science, University of Bristol, Bristol, UK; Bristol Centre for Complexity Sciences, University of Bristol, Bristol, UK.","Fang H, Gough J, Oates ME, Rackham OJ, Smithers B, Stahlhacke J, Thurlby N, Zaucha J","1247165, 1249390, BB/G022771/1, EP/I013717/1","Biotechnology and Biological Sciences Research Council, Engineering and Physical Sciences Research Council",6.0,United Kingdom,proteome quality index,ok,2010-2022,,,,,False,HIGH,No explicit expansion found in title; using short name for both,
